TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31
T_608,34,41,28,33,28,28,31,29,33,42,34,34,29,22,31,31,10,8,11,9,9,12,8,10,9,8,12,10,10,11,8,10
T_609,38,46,31,37,31,31,35,33,17,22,18,18,15,17,12,16,14,11,16,13,13,17,11,14,12,11,17,13,14,16,16,10
T_610,13,16,11,13,11,11,12,12,20,26,21,21,18,20,19,13,32,25,36,30,30,38,26,32,28,24,40,31,32,37,38,32
T_611,32,39,26,31,26,26,29,28,38,50,40,40,34,37,37,36,8,9,13,10,10,13,9,11,10,8,14,11,11,13,13,11
T_612,14,24,16,19,16,16,18,17,22,29,23,23,19,22,21,21,28,15,32,26,26,33,23,28,25,21,35,27,28,32,33,28
T_613,22,18,18,21,18,18,20,19,36,47,38,38,32,36,35,35,11,9,9,10,10,13,9,11,10,8,14,11,11,13,13,11
T_614,41,50,24,40,34,33,37,36,27,35,28,28,24,26,26,26,21,17,24,14,20,25,17,21,19,16,26,20,21,24,25,21
T_615,24,29,20,16,20,19,21,21,9,11,9,9,8,8,8,8,22,17,25,21,14,26,18,22,19,17,27,21,22,25,26,22
T_616,35,42,29,34,20,28,32,30,35,46,37,37,31,35,34,34,25,20,28,24,24,21,21,25,22,19,31,24,25,29,29,25
T_617,41,50,34,40,34,23,37,36,25,32,26,26,22,24,24,24,32,25,36,30,30,38,18,32,28,24,40,31,32,37,38,32
T_618,21,25,17,20,17,17,13,18,19,25,20,20,17,19,18,18,9,7,10,8,8,11,7,6,8,7,11,9,9,10,11,9
T_619,23,27,19,22,19,18,21,14,14,19,15,15,13,14,14,14,29,23,33,27,27,34,24,29,18,22,36,28,29,33,34,29
T_620,36,44,30,35,30,29,33,31,8,15,12,12,10,11,11,11,30,24,34,28,28,36,25,30,27,16,37,29,30,34,35,30
T_621,32,39,26,31,26,26,29,28,36,33,38,38,32,36,35,35,39,31,44,37,37,46,32,39,35,30,34,37,39,45,46,39
T_622,26,31,21,25,21,21,23,22,35,46,26,37,31,35,34,34,10,8,11,9,9,12,8,10,9,8,12,7,10,11,12,10
T_623,27,32,22,26,22,22,24,23,25,32,26,18,22,24,24,24,17,13,19,16,16,20,14,17,15,13,21,16,12,20,20,17
T_624,35,42,29,34,29,28,32,30,14,19,15,15,9,14,14,14,25,20,28,24,24,30,21,25,22,19,31,24,25,20,29,25
T_625,19,22,15,18,15,15,17,16,12,16,13,13,11,9,12,12,19,15,22,18,18,23,16,19,17,14,24,18,19,22,16,19
T_626,22,26,18,21,18,18,20,19,22,29,23,23,19,22,15,21,26,21,30,24,24,31,21,26,23,20,32,25,26,30,31,18
T_627,41,50,34,40,34,33,37,36,11,14,11,11,9,10,10,7,25,20,28,24,24,30,21,25,22,19,31,24,25,29,29,25
T_628,24,29,20,23,20,19,21,21,11,15,12,12,10,11,11,11,6,7,10,8,8,11,7,9,8,7,11,9,9,10,11,9
T_629,27,47,32,38,32,32,35,34,31,40,32,32,27,30,29,29,40,22,46,38,38,47,33,40,35,31,50,38,40,46,47,40
T_630,29,24,24,28,24,23,26,25,13,17,14,14,12,13,13,13,20,16,16,19,19,24,16,20,18,15,25,19,20,23,23,20
T_631,9,11,5,9,8,8,8,8,23,30,24,24,20,22,22,22,18,14,21,12,17,21,15,18,16,14,22,17,18,21,21,18
T_632,38,46,31,26,31,31,35,33,21,27,22,22,18,21,20,20,16,13,18,15,11,19,13,16,14,12,20,15,16,18,19,16
T_633,27,32,22,26,15,22,24,23,15,20,16,16,13,15,15,15,11,9,13,10,10,9,9,11,10,8,14,11,11,13,13,11
T_634,21,25,17,20,17,12,19,18,36,47,38,38,32,36,35,35,30,24,34,28,28,36,17,30,27,23,37,29,30,34,35,30
T_635,15,19,13,15,13,13,10,13,30,39,31,31,26,29,28,28,35,28,40,33,33,42,29,25,31,27,43,34,35,40,41,35
T_636,12,15,10,12,10,10,11,8,8,10,8,8,7,7,7,7,8,6,9,8,8,9,7,8,5,6,10,8,8,9,9,8
T_637,39,47,32,38,32,32,35,34,27,50,40,40,34,37,37,36,39,31,44,37,37,46,32,39,35,21,48,37,39,45,46,39
T_638,38,46,31,37,31,31,35,33,9,8,9,9,8,8,8,8,12,9,14,11,11,14,10,12,11,9,10,12,12,14,14,12
T_639,27,32,22,26,22,22,24,23,35,46,26,37,31,35,34,34,40,32,46,38,38,47,33,40,35,31,50,27,40,46,47,40
T_640,15,19,13,15,13,13,14,13,10,12,10,7,8,9,9,9,39,31,44,37,37,46,32,39,35,30,48,37,27,45,46,39
T_641,13,16,11,13,11,11,12,12,13,17,14,14,8,13,13,13,29,23,33,27,27,34,24,29,26,22,36,28,29,23,34,29
T_642,24,29,20,23,20,19,21,21,31,40,32,32,27,21,29,29,23,18,26,22,22,27,19,23,20,18,29,22,23,26,19,23
T_643,11,14,9,11,9,9,10,10,11,14,11,11,9,10,7,10,31,24,35,29,29,37,25,31,27,24,38,30,31,36,36,22
T_644,12,15,10,12,10,10,11,11,27,35,28,28,24,26,26,18,21,17,24,20,20,25,17,21,19,16,26,20,21,24,25,21
T_645,33,40,27,32,27,27,30,29,11,14,11,11,9,10,10,10,15,17,25,21,21,26,18,22,19,17,27,21,22,25,26,22
T_646,10,17,12,14,12,12,13,13,20,26,21,21,18,20,19,19,9,5,10,8,8,11,7,9,8,7,11,9,9,10,11,9
T_647,25,21,20,24,20,20,22,21,21,27,22,22,18,21,20,20,18,14,14,17,17,21,15,18,16,14,22,17,18,21,21,18
T_648,23,27,13,22,19,18,21,20,24,31,25,25,21,23,23,23,31,24,35,20,29,37,25,31,27,24,38,30,31,36,36,31
T_649,16,20,14,11,14,13,15,14,31,40,32,32,27,30,29,29,18,14,21,17,12,21,15,18,16,14,22,17,18,21,21,18
T_650,39,47,32,38,23,32,35,34,9,11,9,9,8,8,8,8,8,6,9,8,8,7,7,8,7,6,10,8,8,9,9,8
T_651,32,39,26,31,26,18,29,28,28,36,29,29,24,27,27,26,23,18,26,22,22,27,13,23,20,18,29,22,23,26,27,23
T_652,8,10,7,8,7,7,5,7,29,37,30,30,25,28,28,27,12,9,14,11,11,14,10,8,11,9,15,12,12,14,14,12
T_653,41,50,34,40,34,33,37,25,37,49,39,39,33,37,36,36,16,13,18,15,15,19,13,16,10,12,20,15,16,18,19,16
T_654,9,11,8,9,8,8,8,8,7,12,10,10,8,9,9,9,29,23,33,27,27,34,24,29,26,15,36,28,29,33,34,29
T_655,38,46,31,37,31,31,35,33,16,15,17,17,14,16,16,15,14,11,16,13,13,17,11,14,12,11,12,13,14,16,16,14
T_656,10,12,8,10,9,8,9,9,24,31,17,25,21,23,23,23,31,24,35,29,29,37,25,31,27,24,38,21,31,36,36,31
T_657,14,17,12,14,12,12,13,13,18,24,19,13,16,18,17,17,20,16,23,19,19,24,16,20,18,15,25,19,14,23,23,20
T_658,33,40,27,32,27,27,30,29,25,32,26,26,15,24,24,24,21,17,24,20,20,25,17,21,19,16,26,20,21,17,25,21
T_659,11,14,9,11,9,9,10,10,24,31,25,25,21,16,23,23,38,30,43,36,36,45,31,38,34,29,47,36,38,44,31,38
T_660,29,35,24,28,24,23,26,25,9,11,9,9,8,8,6,8,25,20,28,24,24,30,21,25,22,19,31,24,25,29,29,17
T_661,11,14,9,11,9,9,10,10,38,50,40,40,34,37,37,26,9,7,10,8,8,11,7,9,8,7,11,9,9,10,11,9
T_662,22,26,18,21,18,18,20,19,19,25,20,20,17,19,18,18,22,25,36,30,30,38,26,32,28,24,40,31,32,37,38,32
T_663,16,27,19,22,19,18,21,20,17,22,18,18,15,17,17,16,21,12,24,20,20,25,17,21,19,16,26,20,21,24,25,21
T_664,26,22,21,25,21,21,23,22,15,20,16,16,13,15,15,15,28,22,22,26,26,33,23,28,25,21,35,27,28,32,33,28
T_665,33,40,19,32,27,27,30,29,11,14,11,11,9,10,10,10,28,22,32,18,26,33,23,28,25,21,35,27,28,32,33,28
T_666,9,11,8,6,8,8,8,8,29,37,30,30,25,28,28,27,21,17,24,20,14,25,17,21,19,16,26,20,21,24,25,21
T_667,30,36,25,29,17,24,27,26,33,44,35,35,29,33,32,32,18,14,21,17,17,15,15,18,16,14,22,17,18,21,21,18
T_668,31,37,25,30,26,18,28,27,8,10,8,8,7,7,7,7,8,6,9,8,8,9,5,8,7,6,10,8,8,9,9,8
T_669,40,49,33,39,33,33,25,35,37,49,39,39,33,37,36,36,38,30,43,36,36,45,31,27,34,29,47,36,38,44,45,38
T_670,10,12,8,10,9,8,9,6,11,15,12,12,10,11,11,11,39,31,44,37,37,46,32,39,24,30,48,37,39,45,46,39
T_671,18,21,14,17,14,14,16,15,27,50,40,40,34,37,37,36,9,7,10,8,8,11,7,9,8,5,11,9,9,10,11,9
T_672,26,31,21,25,21,21,23,22,37,34,39,39,33,37,36,36,8,6,9,8,8,9,7,8,7,6,7,8,8,9,9,8
T_673,20,24,16,19,16,16,18,17,28,36,20,29,24,27,27,26,31,24,35,29,29,37,25,31,27,24,38,21,31,36,36,31
T_674,27,32,22,26,22,22,24,23,22,29,23,16,19,22,21,21,37,29,42,35,35,44,30,37,33,28,46,36,26,42,43,37
T_675,26,31,21,25,21,21,23,22,30,39,31,31,18,29,28,28,14,11,16,13,13,17,11,14,12,11,17,13,14,11,16,14
T_676,9,11,8,9,8,8,8,8,20,26,21,21,18,14,19,19,21,17,24,20,20,25,17,21,19,16,26,20,21,24,17,21
T_677,41,50,34,40,34,33,37,36,21,27,22,22,18,21,14,20,36,28,41,34,34,43,30,36,32,27,45,35,36,41,42,25
T_678,21,25,17,20,17,17,19,18,9,11,9,9,8,8,8,6,40,32,46,38,38,47,33,40,35,31,50,38,40,46,47,40
T_679,19,22,15,18,15,15,17,16,17,22,18,18,15,17,17,16,24,27,39,32,32,40,28,34,30,26,42,33,34,39,40,34
T_680,12,20,14,16,14,13,15,14,30,39,31,31,26,29,28,28,34,19,39,32,32,40,28,34,30,26,42,33,34,39,40,34
T_681,11,10,9,11,9,9,10,10,17,22,18,18,15,17,17,16,23,18,18,22,22,27,19,23,20,18,29,22,23,26,27,23
T_682,31,37,18,30,26,25,28,27,8,10,8,8,7,7,7,7,12,9,14,8,11,14,10,12,11,9,15,12,12,14,14,12
T_683,36,44,30,25,30,29,33,31,22,29,23,23,19,22,21,21,39,31,44,37,26,46,32,39,35,30,48,37,39,45,46,39
T_684,8,10,7,8,5,7,7,7,11,15,12,12,10,11,11,11,27,21,31,25,25,22,22,27,24,21,34,26,27,31,32,27
T_685,40,49,33,39,33,23,36,35,15,20,16,16,13,15,15,15,37,29,42,35,35,44,21,37,33,28,46,36,37,42,43,37
T_686,12,15,10,12,10,10,8,11,28,36,29,29,24,27,27,26,40,32,46,38,38,47,33,28,35,31,50,38,40,46,47,40
T_687,41,50,34,40,34,33,37,25,13,17,14,14,12,13,13,13,34,27,39,32,32,40,28,34,21,26,42,33,34,39,40,34
T_688,40,49,33,39,33,33,36,35,21,39,31,31,26,29,28,28,12,9,14,11,11,14,10,12,11,6,15,12,12,14,14,12
T_689,30,36,25,29,25,24,27,26,19,17,20,20,17,19,18,18,15,12,17,14,14,18,12,15,13,11,13,14,15,17,18,15
T_690,24,29,20,23,20,19,21,21,20,26,15,21,18,20,19,19,31,24,35,29,29,37,25,31,27,24,38,21,31,36,36,31
T_691,32,39,26,31,26,26,29,28,36,47,38,26,32,36,35,35,31,24,35,29,29,37,25,31,27,24,38,30,22,36,36,31
T_692,22,26,18,21,18,18,20,19,24,31,25,25,15,23,23,23,11,9,13,10,10,13,9,11,10,8,14,11,11,9,13,11
T_693,23,27,19,22,19,18,21,20,9,11,9,9,8,6,8,8,19,15,22,18,18,23,16,19,17,14,24,18,19,22,16,19
T_694,9,11,8,9,8,8,8,8,31,40,32,32,27,30,21,29,16,13,18,15,15,19,13,16,14,12,20,15,16,18,19,11
T_695,19,22,15,18,15,15,17,16,20,26,21,21,18,20,19,13,21,17,24,20,20,25,17,21,19,16,26,20,21,24,25,21
T_696,32,39,26,31,26,26,29,28,27,35,28,28,24,26,26,26,28,32,46,38,38,47,33,40,35,31,50,38,40,46,47,40
T_697,13,22,15,18,15,15,17,16,27,35,28,28,24,26,26,26,29,16,33,27,27,34,24,29,26,22,36,28,29,33,34,29
T_698,8,7,7,8,7,7,7,7,20,26,21,21,18,20,19,19,24,19,19,23,23,28,20,24,21,18,30,23,24,28,28,24
T_699,24,29,14,23,20,19,21,21,17,22,18,18,15,17,17,16,20,16,23,13,19,24,16,20,18,15,25,19,20,23,23,20
T_700,12,15,10,8,10,10,11,11,8,10,8,8,7,7,7,7,12,9,14,11,8,14,10,12,11,9,15,12,12,14,14,12
T_701,16,20,14,16,10,13,15,14,36,47,38,38,32,36,35,35,9,7,10,8,8,7,7,9,8,7,11,9,9,10,11,9
T_702,30,36,25,29,25,17,27,26,37,49,39,39,33,37,36,36,25,20,28,24,24,30,14,25,22,19,31,24,25,29,29,25
T_703,14,17,12,14,12,12,9,13,9,11,9,9,8,8,8,8,8,6,9,8,8,9,7,6,7,6,10,8,8,9,9,8
T_704,32,39,26,31,26,26,29,19,8,10,8,8,7,7,7,7,22,17,25,21,21,26,18,22,14,17,27,21,22,25,26,22
T_705,21,25,17,20,17,17,19,18,21,39,31,31,26,29,28,28,17,13,19,16,16,20,14,17,15,9,21,16,17,20,20,17
T_706,22,26,18,21,18,18,20,19,35,32,37,37,31,35,34,34,11,9,13,10,10,13,9,11,10,8,10,11,11,13,13,11
T_707,39,47,32,38,32,32,35,34,13,17,10,14,12,13,13,13,18,14,21,17,17,21,15,18,16,14,22,12,18,21,21,18
T_708,26,31,21,25,21,21,23,22,20,26,21,15,18,20,19,19,24,19,27,23,23,28,20,24,21,18,30,23,17,28,28,24
T_709,9,11,8,9,8,8,8,8,34,45,36,36,21,34,33,33,32,25,36,30,30,38,26,32,28,24,40,31,32,26,38,32
T_710,33,40,27,32,27,27,30,29,38,50,40,40,34,26,37,36,8,6,9,8,8,9,7,8,7,6,10,8,8,9,7,8
T_711,22,26,18,21,18,18,20,19,33,42,34,34,29,32,22,31,25,20,28,24,24,30,21,25,22,19,31,24,25,29,29,17
T_712,29,35,24,28,24,23,26,25,33,42,34,34,29,32,31,22,24,19,27,23,23,28,20,24,21,18,30,23,24,28,28,24
T_713,29,35,24,28,24,23,26,25,22,29,23,23,19,22,21,21,16,18,26,22,22,27,19,23,20,18,29,22,23,26,27,23
T_714,15,26,18,21,18,18,20,19,11,15,12,12,10,11,11,11,39,22,44,37,37,46,32,39,35,30,48,37,39,45,46,39
T_715,19,16,15,18,15,15,17,16,37,49,39,39,33,37,36,36,19,15,15,18,18,23,16,19,17,14,24,18,19,22,22,19
T_716,8,10,5,8,7,7,7,7,26,34,27,27,23,25,25,25,10,8,11,7,9,12,8,10,9,8,12,10,10,11,12,10
T_717,39,47,32,27,32,32,35,34,35,46,37,37,31,35,34,34,18,14,21,17,12,21,15,18,16,14,22,17,18,21,21,18
T_718,40,49,33,39,23,33,36,35,38,50,40,40,34,37,37,36,36,28,41,34,34,30,30,36,32,27,45,35,36,41,42,36
T_719,9,11,8,9,8,5,8,8,33,42,34,34,29,32,31,31,35,28,40,33,33,42,20,35,31,27,43,34,35,40,41,35
T_720,8,10,7,8,7,7,5,7,11,15,12,12,10,11,11,11,34,27,39,32,32,40,28,24,30,26,42,33,34,39,40,34
T_721,32,39,26,31,26,26,29,19,14,19,15,15,13,14,14,14,20,16,23,19,19,24,16,20,12,15,25,19,20,23,23,20
T_722,38,46,31,37,31,31,35,33,21,39,31,31,26,29,28,28,12,9,14,11,11,14,10,12,11,6,15,12,12,14,14,12
T_723,14,17,12,14,12,12,13,13,30,27,31,31,26,29,28,28,26,21,30,24,24,31,21,26,23,20,23,25,26,30,31,26
T_724,22,26,18,21,18,18,20,19,11,14,8,11,9,10,10,10,22,17,25,21,21,26,18,22,19,17,27,15,22,25,26,22
T_725,37,45,31,36,31,30,34,32,18,24,19,13,16,18,17,17,40,32,46,38,38,47,33,40,35,31,50,38,28,46,47,40
T_726,41,50,34,40,34,33,37,36,15,20,16,16,9,15,15,15,32,25,36,30,30,38,26,32,28,24,40,31,32,26,38,32
T_727,35,42,29,34,29,28,32,30,20,26,21,21,18,14,19,19,21,17,24,20,20,25,17,21,19,16,26,20,21,24,17,21
T_728,35,42,29,34,29,28,32,30,38,50,40,40,34,37,26,36,15,12,17,14,14,18,12,15,13,11,19,14,15,17,18,10
T_729,24,29,20,23,20,19,21,21,28,36,29,29,24,27,27,18,19,15,22,18,18,23,16,19,17,14,24,18,19,22,22,19
T_730,12,15,10,12,10,10,11,11,23,30,24,24,20,22,22,22,9,10,15,12,12,15,11,13,12,10,16,12,13,15,15,13
T_731,28,49,33,39,33,33,36,35,19,25,20,20,17,19,18,18,18,10,21,17,17,21,15,18,16,14,22,17,18,21,21,18
T_732,28,24,23,27,23,23,25,24,11,15,12,12,10,11,11,11,14,11,11,13,13,17,11,14,12,11,17,13,14,16,16,14
T_733,38,46,22,37,31,31,35,33,9,11,9,9,8,8,8,8,25,20,28,16,24,30,21,25,22,19,31,24,25,29,29,25
T_734,41,50,34,28,34,33,37,36,24,31,25,25,21,23,23,23,10,8,11,9,7,12,8,10,9,8,12,10,10,11,12,10
T_735,35,42,29,34,20,28,32,30,8,10,8,8,7,7,7,7,37,29,42,35,35,31,30,37,33,28,46,36,37,42,43,37
T_736,12,15,10,12,10,7,11,11,21,27,22,22,18,21,20,20,30,24,34,28,28,36,17,30,27,23,37,29,30,34,35,30
T_737,15,19,13,15,13,13,10,13,16,21,17,17,14,16,16,15,23,18,26,22,22,27,19,16,20,18,29,22,23,26,27,23
T_738,32,39,26,31,26,26,29,19,11,14,11,11,9,10,10,10,24,19,27,23,23,28,20,24,15,18,30,23,24,28,28,24
T_739,32,39,26,31,26,26,29,28,12,22,18,18,15,17,17,16,11,9,13,10,10,13,9,11,10,6,14,11,11,13,13,11
T_740,11,14,9,11,9,9,10,10,23,21,24,24,20,22,22,22,34,27,39,32,32,40,28,34,30,26,30,33,34,39,40,34
T_741,20,24,16,19,16,16,18,17,31,40,22,32,27,30,29,29,35,28,40,33,33,42,29,35,31,27,43,24,35,40,41,35
T_742,16,20,14,16,14,13,15,14,8,10,8,6,7,7,7,7,33,26,38,31,31,39,27,33,29,25,41,32,23,38,39,33
T_743,22,26,18,21,18,18,20,19,24,31,25,25,15,23,23,23,27,21,31,25,25,32,22,27,24,21,34,26,27,22,32,27
T_744,41,50,34,40,34,33,37,36,23,30,24,24,20,16,22,22,17,13,19,16,16,20,14,17,15,13,21,16,17,20,14,17
T_745,30,36,25,29,25,24,27,26,22,29,23,23,19,22,15,21,32,25,36,30,30,38,26,32,28,24,40,31,32,37,38,22
T_746,25,30,20,24,20,20,22,21,37,49,39,39,33,37,36,25,9,7,10,8,8,11,7,9,8,7,11,9,9,10,11,9
T_747,21,25,17,20,17,17,19,18,18,24,19,19,16,18,17,17,12,13,19,16,16,20,14,17,15,13,21,16,17,20,20,17
T_748,9,15,10,12,10,10,11,11,10,12,10,10,8,9,9,9,38,21,43,36,36,45,31,38,34,29,47,36,38,44,45,38
T_749,9,8,8,9,8,8,8,8,17,22,18,18,15,17,17,16,40,32,32,38,38,47,33,40,35,31,50,38,40,46,47,40
T_750,26,31,15,25,21,21,23,22,34,45,36,36,30,34,33,33,31,24,35,20,29,37,25,31,27,24,38,30,31,36,36,31
T_751,8,10,7,6,7,7,7,7,33,44,35,35,29,33,32,32,39,31,44,37,26,46,32,39,35,30,48,37,39,45,46,39
T_752,23,27,19,22,13,18,21,20,33,42,34,34,29,32,31,31,29,23,33,27,27,24,24,29,26,22,36,28,29,33,34,29
T_753,18,21,14,17,14,10,16,15,19,25,20,20,17,19,18,18,30,24,34,28,28,36,17,30,27,23,37,29,30,34,35,30
T_754,11,14,9,11,9,9,7,10,11,15,12,12,10,11,11,11,9,7,10,8,8,11,7,6,8,7,11,9,9,10,11,9
T_755,19,22,15,18,15,15,17,11,25,32,26,26,22,24,24,24,18,14,21,17,17,21,15,18,11,14,22,17,18,21,21,18
T_756,25,30,20,24,20,20,22,21,15,27,22,22,18,21,20,20,18,14,21,17,17,21,15,18,16,10,22,17,18,21,21,18
T_757,33,40,27,32,27,27,30,29,38,35,40,40,34,37,37,36,37,29,42,35,35,44,30,37,33,28,32,36,37,42,43,37
T_758,8,10,7,8,7,7,7,7,31,40,22,32,27,30,29,29,20,16,23,19,19,24,16,20,18,15,25,13,20,23,23,20
T_759,26,31,21,25,21,21,23,22,20,26,21,15,18,20,19,19,39,31,44,37,37,46,32,39,35,30,48,37,27,45,46,39
T_760,25,30,20,24,20,20,22,21,14,19,15,15,9,14,14,14,23,18,26,22,22,27,19,23,20,18,29,22,23,18,27,23
T_761,24,29,20,23,20,19,21,21,18,24,19,19,16,12,17,17,20,16,23,19,19,24,16,20,18,15,25,19,20,23,16,20
T_762,40,49,33,39,33,33,36,35,12,16,13,13,11,12,8,12,40,32,46,38,38,47,33,40,35,31,50,38,40,46,47,28
T_763,20,24,16,19,16,16,18,17,17,22,18,18,15,17,17,11,12,9,14,11,11,14,10,12,11,9,15,12,12,14,14,12
T_764,10,12,8,10,9,8,9,9,13,17,14,14,12,13,13,13,16,18,26,22,22,27,19,23,20,18,29,22,23,26,27,23
T_765,13,22,15,18,15,15,17,16,24,31,25,25,21,23,23,23,29,16,33,27,27,34,24,29,26,22,36,28,29,33,34,29
T_766,37,31,31,36,31,30,34,32,10,12,10,10,8,9,9,9,9,7,7,8,8,11,7,9,8,7,11,9,9,10,11,9
T_767,36,44,21,35,30,29,33,31,35,46,37,37,31,35,34,34,24,19,27,16,23,28,20,24,21,18,30,23,24,28,28,24
T_768,35,42,29,24,29,28,32,30,29,37,30,30,25,28,28,27,33,26,38,31,22,39,27,33,29,25,41,32,33,38,39,33
T_769,21,25,17,20,12,17,19,18,22,29,23,23,19,22,21,21,26,21,30,24,24,22,21,26,23,20,32,25,26,30,31,26
T_770,12,15,10,12,10,7,11,11,23,30,24,24,20,22,22,22,12,9,14,11,11,14,7,12,11,9,15,12,12,14,14,12
T_771,27,32,22,26,22,22,17,23,11,14,11,11,9,10,10,10,39,31,44,37,37,46,32,28,35,30,48,37,39,45,46,39
T_772,23,27,19,22,19,18,21,14,33,42,34,34,29,32,31,31,37,29,42,35,35,44,30,37,23,28,46,36,37,42,43,37
T_773,41,50,34,40,34,33,37,36,23,44,35,35,29,33,32,32,39,31,44,37,37,46,32,39,35,21,48,37,39,45,46,39
T_774,33,40,27,32,27,27,30,29,32,29,33,33,28,31,30,30,21,17,24,20,20,25,17,21,19,16,18,20,21,24,25,21
T_775,22,26,18,21,18,18,20,19,26,34,19,27,23,25,25,25,31,24,35,29,29,37,25,31,27,24,38,21,31,36,36,31
T_776,15,19,13,15,13,13,14,13,16,21,17,12,14,16,16,15,12,9,14,11,11,14,10,12,11,9,15,12,8,14,14,12
T_777,20,24,16,19,16,16,18,17,31,40,32,32,19,30,29,29,18,14,21,17,17,21,15,18,16,14,22,17,18,14,21,18
T_778,13,16,11,13,11,11,12,12,9,11,9,9,8,6,8,8,29,23,33,27,27,34,24,29,26,22,36,28,29,33,24,29
T_779,19,22,15,18,15,15,17,16,16,21,17,17,14,16,11,15,21,17,24,20,20,25,17,21,19,16,26,20,21,24,25,15
T_780,14,17,12,14,12,12,13,13,36,47,38,38,32,36,35,24,35,28,40,33,33,42,29,35,31,27,43,34,35,40,41,35
T_781,26,31,21,25,21,21,23,22,38,50,40,40,34,37,37,36,20,23,33,27,27,34,24,29,26,22,36,28,29,33,34,29
T_782,7,12,8,10,9,8,9,9,30,39,31,31,26,29,28,28,11,6,13,10,10,13,9,11,10,8,14,11,11,13,13,11
T_783,38,32,31,37,31,31,35,33,37,49,39,39,33,37,36,36,37,29,30,35,35,44,30,37,33,28,46,36,37,42,43,37
T_784,31,37,18,30,26,25,28,27,28,36,29,29,24,27,27,26,17,13,19,11,16,20,14,17,15,13,21,16,17,20,20,17
T_785,24,29,20,16,20,19,21,21,29,37,30,30,25,28,28,27,12,9,14,11,8,14,10,12,11,9,15,12,12,14,14,12
T_786,25,30,20,24,14,20,22,21,9,11,9,9,8,8,8,8,12,9,14,11,11,10,10,12,11,9,15,12,12,14,14,12
T_787,11,14,9,11,9,6,10,10,17,22,18,18,15,17,17,16,23,18,26,22,22,27,13,23,20,18,29,22,23,26,27,23
T_788,35,42,29,34,29,28,22,30,17,22,18,18,15,17,17,16,24,19,27,23,23,28,20,17,21,18,30,23,24,28,28,24
T_789,36,44,30,35,30,29,33,22,35,46,37,37,31,35,34,34,36,28,41,34,34,43,30,36,22,27,45,35,36,41,42,36
T_790,34,41,28,33,28,28,31,29,13,25,20,20,17,19,18,18,24,19,27,23,23,28,20,24,21,13,30,23,24,28,28,24
T_791,28,34,23,27,23,23,25,24,37,34,39,39,33,37,36,36,12,9,14,11,11,14,10,12,11,9,10,12,12,14,14,12
T_792,18,21,14,17,14,14,16,15,22,29,16,23,19,22,21,21,17,13,19,16,16,20,14,17,15,13,21,11,17,20,20,17
T_793,33,40,27,32,27,27,30,29,19,25,20,14,17,19,18,18,8,6,9,8,8,9,7,8,7,6,10,8,6,9,9,8
T_794,9,11,8,9,8,8,8,8,38,50,40,40,24,37,37,36,34,27,39,32,32,40,28,34,30,26,42,33,34,27,40,34
T_795,18,21,14,17,14,14,16,15,11,15,12,12,10,8,11,11,31,24,35,29,29,37,25,31,27,24,38,30,31,36,25,31
T_796,39,47,32,38,32,32,35,34,22,29,23,23,19,22,15,21,26,21,30,24,24,31,21,26,23,20,32,25,26,30,31,18
T_797,41,50,34,40,34,33,37,36,28,36,29,29,24,27,27,18,36,28,41,34,34,43,30,36,32,27,45,35,36,41,42,36
T_798,32,39,26,31,26,26,29,28,9,11,9,9,8,8,8,8,11,12,17,14,14,18,12,15,13,11,19,14,15,17,18,15
T_799,28,49,33,39,33,33,36,35,23,30,24,24,20,22,22,22,31,17,35,29,29,37,25,31,27,24,38,30,31,36,36,31
T_800,30,25,25,29,25,24,27,26,32,41,33,33,28,31,30,30,32,25,26,30,30,38,26,32,28,24,40,31,32,37,38,32
T_801,31,37,18,30,26,25,28,27,25,32,26,26,22,24,24,24,36,28,41,24,34,43,30,36,32,27,45,35,36,41,42,36
T_802,9,11,8,6,8,8,8,8,11,15,12,12,10,11,11,11,33,26,38,31,22,39,27,33,29,25,41,32,33,38,39,33
T_803,19,22,15,18,11,15,17,16,37,49,39,39,33,37,36,36,22,17,25,21,21,18,18,22,19,17,27,21,22,25,26,22
T_804,19,22,15,18,15,11,17,16,35,46,37,37,31,35,34,34,20,16,23,19,19,24,11,20,18,15,25,19,20,23,23,20
T_805,38,46,31,37,31,31,24,33,37,49,39,39,33,37,36,36,40,32,46,38,38,47,33,28,35,31,50,38,40,46,47,40
T_806,21,25,17,20,17,17,19,13,20,26,21,21,18,20,19,19,36,28,41,34,34,43,30,36,22,27,45,35,36,41,42,36
T_807,40,49,33,39,33,33,36,35,21,39,31,31,26,29,28,28,40,32,46,38,38,47,33,40,35,21,50,38,40,46,47,40
T_808,24,29,20,23,20,19,21,21,11,10,12,12,10,11,11,11,33,26,38,31,31,39,27,33,29,25,29,32,33,38,39,33
T_809,21,25,17,20,17,17,19,18,17,22,13,18,15,17,17,16,19,15,22,18,18,23,16,19,17,14,24,13,19,22,22,19
T_810,41,50,34,40,34,33,37,36,28,36,29,20,24,27,27,26,28,22,32,26,26,33,23,28,25,21,35,27,19,32,33,28
