TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15
T_1154,11,10,10,14,9,8,13,9,27,26,18,18,22,26,19,14
T_1155,32,29,28,40,28,25,38,27,9,9,6,6,8,9,6,7
T_1156,11,14,14,20,14,12,19,13,39,37,26,26,32,37,27,28
T_1157,38,24,34,47,33,29,45,32,36,34,24,25,30,35,25,26
T_1158,33,30,20,41,28,25,39,28,41,39,28,28,34,39,28,29
T_1159,13,12,11,11,11,10,15,11,33,31,22,22,27,31,23,24
T_1160,27,24,24,34,16,21,32,23,41,39,28,28,34,39,28,29
T_1161,13,12,11,16,11,7,15,11,41,39,28,28,34,39,28,29
T_1162,22,20,19,27,19,17,18,18,42,40,28,29,35,40,29,30
T_1163,29,26,26,36,25,22,34,17,13,12,9,9,11,12,9,9
T_1164,16,14,14,20,14,12,19,13,16,21,15,15,19,21,15,16
T_1165,27,24,24,34,23,21,32,23,13,9,9,9,11,12,9,9
T_1166,33,30,29,41,28,25,39,28,18,17,8,12,15,17,12,13
T_1167,12,11,11,15,10,9,14,10,46,43,31,22,38,44,32,33
T_1168,17,15,15,21,15,13,20,14,45,42,30,30,26,43,31,32
T_1169,30,27,27,37,26,23,35,25,34,32,23,23,28,23,23,24
T_1170,23,21,20,29,20,18,27,19,37,36,25,26,31,36,18,27
T_1171,8,7,7,10,7,6,9,7,26,24,17,18,21,25,18,13
T_1172,33,30,29,41,28,25,39,28,19,18,13,13,16,18,13,13
T_1173,22,28,27,39,27,24,36,26,12,11,8,8,10,11,8,8
T_1174,35,22,31,43,30,27,41,29,33,31,22,22,27,31,23,24
T_1175,28,25,17,35,24,21,33,23,22,21,15,15,19,21,15,16
T_1176,35,32,31,30,30,27,41,29,30,29,21,21,25,29,21,22
T_1177,35,32,31,43,21,27,41,29,34,32,23,23,28,33,23,24
T_1178,36,32,32,45,31,19,42,30,47,44,32,32,39,45,32,34
T_1179,11,10,10,14,9,8,9,9,33,31,22,22,27,31,23,24
T_1180,19,17,17,24,16,15,22,11,23,22,16,16,20,22,16,17
T_1181,11,10,10,14,9,8,13,9,29,39,28,28,34,39,28,29
T_1182,15,14,13,19,13,11,18,13,18,12,12,12,15,17,12,13
T_1183,39,35,34,48,34,30,46,33,22,21,11,15,19,21,15,16
T_1184,38,34,34,47,33,29,45,32,35,33,24,17,29,34,24,25
T_1185,29,26,26,36,25,22,34,24,9,9,6,6,5,9,6,7
T_1186,32,29,28,40,28,25,38,27,13,12,9,9,11,9,9,9
T_1187,22,20,19,27,19,17,26,18,43,41,29,30,36,41,21,31
T_1188,16,14,14,20,14,12,19,13,45,42,30,30,37,43,31,22
T_1189,10,9,9,12,9,8,12,8,43,41,29,30,36,41,30,31
T_1190,20,25,25,35,24,21,33,23,20,19,13,14,17,19,14,14
T_1191,19,12,17,24,16,15,22,16,46,43,31,31,38,44,32,33
T_1192,26,23,16,32,22,20,31,22,18,17,12,12,15,17,12,13
T_1193,29,26,26,25,25,22,34,24,32,30,21,22,26,30,22,23
T_1194,40,36,35,50,24,31,47,33,18,17,12,12,15,17,12,13
T_1195,28,25,25,35,24,15,33,23,46,43,31,31,38,44,32,33
T_1196,20,18,18,25,17,15,16,17,20,19,13,14,17,19,14,14
T_1197,35,32,31,43,30,27,41,20,32,30,21,22,26,30,22,23
T_1198,15,14,13,19,13,11,18,13,17,23,17,17,21,24,17,18
T_1199,19,17,17,24,16,15,22,16,26,17,17,18,21,25,18,18
T_1200,30,27,27,37,26,23,35,25,14,13,7,10,12,13,10,10
T_1201,8,7,7,10,7,6,9,7,35,33,24,17,29,34,24,25
T_1202,11,10,10,14,9,8,13,9,30,29,21,21,18,29,21,22
T_1203,37,33,33,46,32,28,44,31,13,12,9,9,11,9,9,9
T_1204,38,34,34,47,33,29,45,32,46,43,31,31,38,44,22,33
T_1205,37,33,33,46,32,28,44,31,46,43,31,31,38,44,32,23
T_1206,17,15,15,21,15,13,20,14,9,9,6,6,8,9,6,7
T_1207,27,35,34,48,34,30,46,33,14,13,9,10,12,13,10,10
T_1208,15,9,13,19,13,11,18,13,11,10,7,7,9,10,7,8
T_1209,27,24,17,34,23,21,32,23,20,19,13,14,17,19,14,14
T_1210,15,14,13,13,13,11,18,13,19,18,13,13,16,18,13,13
T_1211,39,35,34,48,23,30,46,33,39,37,26,26,32,37,27,28
T_1212,17,15,15,21,15,9,20,14,25,23,17,17,21,24,17,18
T_1213,27,24,24,34,23,21,22,23,40,38,27,27,33,38,27,29
T_1214,21,19,19,26,18,16,25,12,36,34,24,25,30,35,25,26
T_1215,22,20,19,27,19,17,26,18,18,24,17,18,21,25,18,18
T_1216,12,11,11,15,10,9,14,10,28,19,19,19,23,27,19,20
T_1217,30,27,27,37,26,23,35,25,18,17,8,12,15,17,12,13
T_1218,26,23,23,32,22,20,31,22,27,26,18,13,22,26,19,19
T_1219,11,10,10,14,9,8,13,9,28,27,19,19,16,27,19,20
T_1220,39,35,34,48,34,30,46,33,41,39,28,28,34,27,28,29
T_1221,39,35,34,48,34,30,46,33,43,41,29,30,36,41,21,31
T_1222,8,7,7,10,7,6,9,7,43,41,29,30,36,41,30,22
T_1223,12,11,11,15,10,9,14,10,25,23,17,17,21,24,17,18
T_1224,6,8,8,11,8,7,11,8,30,29,21,21,25,29,21,22
T_1225,17,11,15,21,15,13,20,14,35,33,24,24,29,34,24,25
T_1226,16,14,10,20,14,12,19,13,41,39,28,28,34,39,28,29
T_1227,33,30,29,29,28,25,39,28,18,17,12,12,15,17,12,13
T_1228,21,19,19,26,13,16,25,18,13,12,9,9,11,12,9,9
T_1229,34,31,30,42,29,18,40,28,9,9,6,6,8,9,6,7
T_1230,31,28,27,39,27,24,26,26,34,32,23,23,28,33,23,24
T_1231,22,20,19,27,19,17,26,13,21,20,14,14,18,20,15,15
T_1232,24,22,21,30,21,18,28,20,21,28,20,20,24,28,20,21
T_1233,15,14,13,19,13,11,18,13,46,30,31,31,38,44,32,33
T_1234,23,21,20,29,20,18,27,19,25,23,12,17,21,24,17,18
T_1235,24,22,21,30,21,18,28,20,34,32,23,16,28,33,23,24
T_1236,35,32,31,43,30,27,41,29,13,12,9,9,8,12,9,9
T_1237,37,33,33,46,32,28,44,31,22,21,15,15,19,15,15,16
T_1238,37,33,33,46,32,28,44,31,30,29,21,21,25,29,15,22
T_1239,21,19,19,26,18,16,25,18,43,41,29,30,36,41,30,22
T_1240,26,23,23,32,22,20,31,22,13,12,9,9,11,12,9,9
T_1241,21,27,27,37,26,23,35,25,45,42,30,30,37,43,31,32
T_1242,35,22,31,43,30,27,41,29,34,32,23,23,28,33,23,24
T_1243,15,14,9,19,13,11,18,13,39,37,26,26,32,37,27,28
T_1244,11,10,10,10,9,8,13,9,26,24,17,18,21,25,18,18
T_1245,8,7,7,10,5,6,9,7,13,12,9,9,11,12,9,9
T_1246,29,26,26,36,25,16,34,24,41,39,28,28,34,39,28,29
T_1247,18,16,16,22,15,14,15,15,23,22,16,16,20,22,16,17
T_1248,25,23,22,31,21,19,29,15,28,27,19,19,23,27,19,20
T_1249,39,35,34,48,34,30,46,33,26,36,25,26,31,36,26,27
T_1250,21,19,19,26,18,16,25,18,27,18,18,18,22,26,19,19
T_1251,29,26,26,36,25,22,34,24,32,30,15,22,26,30,22,23
T_1252,11,10,10,14,9,8,13,9,42,40,28,20,35,40,29,30
T_1253,19,17,17,24,16,15,22,16,43,41,29,30,25,41,30,31
T_1254,26,23,23,32,22,20,31,22,29,28,20,20,24,20,20,21
T_1255,37,33,33,46,32,28,44,31,33,31,22,22,27,31,16,24
T_1256,11,10,10,14,9,8,13,9,34,32,23,23,28,33,23,17
T_1257,38,34,34,47,33,29,45,32,14,13,9,10,12,13,10,10
T_1258,20,26,26,36,25,22,34,24,26,24,17,18,21,25,18,18
T_1259,33,21,29,41,28,25,39,28,42,40,28,29,35,40,29,30
T_1260,22,20,14,27,19,17,26,18,29,28,20,20,24,28,20,21
T_1261,11,10,10,10,9,8,13,9,39,37,26,26,32,37,27,28
T_1262,35,32,31,43,21,27,41,29,18,17,12,12,15,17,12,13
T_1263,20,18,18,25,17,11,24,17,35,33,24,24,29,34,24,25
T_1264,24,22,21,30,21,18,20,20,28,27,19,19,23,27,19,20
T_1265,32,29,28,40,28,25,38,19,11,10,7,7,9,10,7,8
T_1266,23,21,20,29,20,18,27,19,31,42,30,30,37,43,31,32
T_1267,27,24,24,34,23,21,32,23,33,22,22,22,27,31,23,24
T_1268,36,32,32,45,31,28,42,30,29,28,14,20,24,28,20,21
T_1269,37,33,33,46,32,28,44,31,28,27,19,13,23,27,19,20
T_1270,25,23,22,31,21,19,29,21,36,34,24,25,21,35,25,26
T_1271,28,25,25,35,24,21,33,23,9,9,6,6,8,6,6,7
T_1272,29,26,26,36,25,22,34,24,46,43,31,31,38,44,22,33
T_1273,12,11,11,15,10,9,14,10,9,9,6,6,8,9,6,5
T_1274,22,20,19,27,19,17,26,18,47,44,32,32,39,45,32,34
T_1275,25,32,32,45,31,28,42,30,37,36,25,26,31,36,26,27
T_1276,25,16,22,31,21,19,29,21,15,14,10,10,13,15,11,11
T_1277,33,30,20,41,28,25,39,28,21,20,14,14,18,20,15,15
T_1278,15,14,13,13,13,11,18,13,19,18,13,13,16,18,13,13
T_1279,30,27,27,37,18,23,35,25,12,11,8,8,10,11,8,8
T_1280,24,22,21,30,21,13,28,20,21,20,14,14,18,20,15,15
T_1281,9,8,8,11,8,7,7,8,42,40,28,29,35,40,29,30
T_1282,38,34,34,47,33,29,45,22,26,24,17,18,21,25,18,18
T_1283,28,25,25,35,24,21,33,23,7,9,6,6,8,9,6,7
T_1284,25,23,22,31,21,19,29,21,19,12,13,13,16,18,13,13
T_1285,24,22,21,30,21,18,28,20,20,19,9,14,17,19,14,14
T_1286,31,28,27,39,27,24,36,26,26,24,17,12,21,25,18,18
T_1287,8,7,7,10,7,6,9,7,12,11,8,8,7,11,8,8
T_1288,39,35,34,48,34,30,46,33,27,26,18,18,22,18,19,19
T_1289,8,7,7,10,7,6,9,7,23,22,16,16,20,22,11,17
T_1290,40,36,35,50,34,31,47,33,11,10,7,7,9,10,7,5
T_1291,32,29,28,40,28,25,38,27,9,9,6,6,8,9,6,7
T_1292,9,12,11,16,11,10,15,11,35,33,24,24,29,34,24,25
T_1293,18,11,16,22,15,14,21,15,26,24,17,18,21,25,18,18
T_1294,16,14,10,20,14,12,19,13,30,29,21,21,25,29,21,22
T_1295,10,9,9,9,9,8,12,8,9,9,6,6,8,9,6,7
T_1296,18,16,16,22,11,14,21,15,42,40,28,29,35,40,29,30
T_1297,36,32,32,45,31,19,42,30,23,22,16,16,20,22,16,17
T_1298,22,20,19,27,19,17,18,18,32,30,21,22,26,30,22,23
T_1299,8,7,7,10,7,6,9,5,34,32,23,23,28,33,23,24
T_1300,16,14,14,20,14,12,19,13,30,40,28,29,35,40,29,30
T_1301,17,15,15,21,15,13,20,14,41,27,28,28,34,39,28,29
T_1302,22,20,19,27,19,17,26,18,28,27,13,19,23,27,19,20
T_1303,10,9,9,12,9,8,12,8,25,23,17,12,21,24,17,18
T_1304,23,21,20,29,20,18,27,19,29,28,20,20,17,28,20,21
T_1305,20,18,18,25,17,15,24,17,37,36,25,26,31,25,26,27
T_1306,9,8,8,11,8,7,11,8,36,34,24,25,30,35,18,26
T_1307,8,7,7,10,7,6,9,7,27,26,18,18,22,26,19,14
T_1308,30,27,27,37,26,23,35,25,30,29,21,21,25,29,21,22
T_1309,15,20,19,27,19,17,26,18,30,29,21,21,25,29,21,22
T_1310,26,16,23,32,22,20,31,22,22,21,15,15,19,21,15,16
T_1311,8,7,5,10,7,6,9,7,13,12,9,9,11,12,9,9
T_1312,36,32,32,31,31,28,42,30,20,19,13,14,17,19,14,14
T_1313,20,18,18,25,12,15,24,17,35,33,24,24,29,34,24,25
T_1314,27,24,24,34,23,14,32,23,27,26,18,18,22,26,19,19
T_1315,29,26,26,36,25,22,24,24,21,20,14,14,18,20,15,15
T_1316,36,32,32,45,31,28,42,21,29,28,20,20,24,28,20,21
T_1317,35,32,31,43,30,27,41,29,22,30,21,22,26,30,22,23
T_1318,24,22,21,30,21,18,28,20,28,19,19,19,23,27,19,20
T_1319,21,19,19,26,18,16,25,18,21,20,10,14,18,20,15,15
T_1320,25,23,22,31,21,19,29,21,33,31,22,16,27,31,23,24
T_1321,32,29,28,40,28,25,38,27,32,30,21,22,18,30,22,23
T_1322,31,28,27,39,27,24,36,26,27,26,18,18,22,18,19,19
T_1323,23,21,20,29,20,18,27,19,14,13,9,10,12,13,7,10
T_1324,26,23,23,32,22,20,31,22,13,12,9,9,11,12,9,6
T_1325,26,23,23,32,22,20,31,22,37,36,25,26,31,36,26,27
T_1326,13,17,17,24,16,15,22,16,39,37,26,26,32,37,27,28
T_1327,11,7,10,14,9,8,13,9,39,37,26,26,32,37,27,28
T_1328,17,15,11,21,15,13,20,14,16,16,11,11,14,16,11,12
T_1329,30,27,27,26,26,23,35,25,39,37,26,26,32,37,27,28
T_1330,23,21,20,29,14,18,27,19,16,16,11,11,14,16,11,12
T_1331,18,16,16,22,15,10,21,15,19,18,13,13,16,18,13,13
T_1332,25,23,22,31,21,19,21,21,22,21,15,15,19,21,15,16
T_1333,27,24,24,34,23,21,32,16,45,42,30,30,37,43,31,32
T_1334,24,22,21,30,21,18,28,20,20,27,19,19,23,27,19,20
T_1335,18,16,16,22,15,14,21,15,41,27,28,28,34,39,28,29
T_1336,28,25,25,35,24,21,33,23,46,43,22,31,38,44,32,33
T_1337,27,24,24,34,23,21,32,23,26,24,17,12,21,25,18,18
T_1338,23,21,20,29,20,18,27,19,26,24,17,18,15,25,18,18
T_1339,12,11,11,15,10,9,14,10,11,10,7,7,9,7,7,8
T_1340,11,10,10,14,9,8,13,9,36,34,24,25,30,35,18,26
T_1341,32,29,28,40,28,25,38,27,30,29,21,21,25,29,21,15
T_1342,33,30,29,41,28,25,39,28,12,11,8,8,10,11,8,8
T_1343,23,30,29,41,28,25,39,28,19,18,13,13,16,18,13,13
T_1344,14,9,12,17,12,11,16,12,41,39,28,28,34,39,28,29
T_1345,33,30,20,41,28,25,39,28,15,14,10,10,13,15,11,11
T_1346,14,13,12,12,12,11,16,12,43,41,29,30,36,41,30,31
T_1347,16,14,14,20,10,12,19,13,11,10,7,7,9,10,7,8
T_1348,19,17,17,24,16,10,22,16,19,18,13,13,16,18,13,13
T_1349,38,34,34,47,33,29,31,32,9,9,6,6,8,9,6,7
T_1350,24,22,21,30,21,18,28,14,20,19,13,14,17,19,14,14
T_1351,35,32,31,43,30,27,41,29,11,16,11,11,14,16,11,12
T_1352,39,35,34,48,34,30,46,33,18,12,12,12,15,17,12,13
T_1353,22,20,19,27,19,17,26,18,19,18,9,13,16,18,13,13
T_1354,22,20,19,27,19,17,26,18,9,9,6,4,8,9,6,7
T_1355,9,8,8,11,8,7,11,8,45,42,30,30,26,43,31,32
T_1356,31,28,27,39,27,24,36,26,15,14,10,10,13,10,11,11
T_1357,26,23,23,32,22,20,31,22,27,26,18,18,22,26,13,19
T_1358,10,9,9,12,9,8,12,8,21,20,14,14,18,20,15,11
T_1359,16,14,14,20,14,12,19,13,47,44,32,32,39,45,32,34
T_1360,24,32,31,43,30,27,41,29,36,34,24,25,30,35,25,26
T_1361,13,8,11,16,11,10,15,11,9,9,6,6,8,9,6,7
T_1362,37,33,23,46,32,28,44,31,16,16,11,11,14,16,11,12
T_1363,9,8,8,8,8,7,11,8,21,20,14,14,18,20,15,15
T_1364,16,14,14,20,10,12,19,13,27,26,18,18,22,26,19,19
T_1365,8,7,7,10,7,4,9,7,19,18,13,13,16,18,13,13
T_1366,17,15,15,21,15,13,14,14,33,31,22,22,27,31,23,24
T_1367,14,13,12,17,12,11,16,8,33,31,22,22,27,31,23,24
T_1368,15,14,13,19,13,11,18,13,13,18,13,13,16,18,13,13
T_1369,16,14,14,20,14,12,19,13,46,30,31,31,38,44,32,33
T_1370,8,7,7,10,7,6,9,7,11,10,5,7,9,10,7,8
T_1371,38,34,34,47,33,29,45,32,47,44,32,22,39,45,32,34
T_1372,13,12,11,16,11,10,15,11,19,18,13,13,11,18,13,13
T_1373,23,21,20,29,20,18,27,19,21,20,14,14,18,14,15,15
T_1374,18,16,16,22,15,14,21,15,11,10,7,7,9,10,5,8
T_1375,40,36,35,50,34,31,47,33,46,43,31,31,38,44,32,23
T_1376,31,28,27,39,27,24,36,26,9,9,6,6,8,9,6,7
T_1377,6,7,7,10,7,6,9,7,16,16,11,11,14,16,11,12
T_1378,14,9,12,17,12,11,16,12,22,21,15,15,19,21,15,16
T_1379,18,16,11,22,15,14,21,15,26,24,17,18,21,25,18,18
T_1380,23,21,20,20,20,18,27,19,39,37,26,26,32,37,27,28
T_1381,16,14,14,20,10,12,19,13,47,44,32,32,39,45,32,34
T_1382,28,25,25,35,24,15,33,23,25,23,17,17,21,24,17,18
T_1383,28,25,25,35,24,21,23,23,14,13,9,10,12,13,10,10
T_1384,16,14,14,20,14,12,19,9,47,44,32,32,39,45,32,34
T_1385,39,35,34,48,34,30,46,33,10,13,9,10,12,13,10,10
T_1386,9,8,8,11,8,7,11,8,34,23,23,23,28,33,23,24
T_1387,40,36,35,50,34,31,47,33,21,20,10,14,18,20,15,15
T_1388,16,14,14,20,14,12,19,13,20,19,13,10,17,19,14,14
T_1389,18,16,16,22,15,14,21,15,47,44,32,32,27,45,32,34
T_1390,9,8,8,11,8,7,11,8,12,11,8,8,10,8,8,8
T_1391,39,35,34,48,34,30,46,33,40,38,27,27,33,38,19,29
T_1392,8,7,7,10,7,6,9,7,47,44,32,32,39,45,32,24
T_1393,14,13,12,17,12,11,16,12,47,44,32,32,39,45,32,34
T_1394,13,17,17,24,16,15,22,16,33,31,22,22,27,31,23,24
T_1395,22,14,19,27,19,17,26,18,21,20,14,14,18,20,15,15
T_1396,33,30,20,41,28,25,39,28,43,41,29,30,36,41,30,31
T_1397,40,36,35,35,34,31,47,33,39,37,26,26,32,37,27,28
T_1398,21,19,19,26,13,16,25,18,43,41,29,30,36,41,30,31
T_1399,12,11,11,15,10,6,14,10,35,33,24,24,29,34,24,25
T_1400,40,36,35,50,34,31,33,33,30,29,21,21,25,29,21,22
T_1401,12,11,11,15,10,9,14,7,40,38,27,27,33,38,27,29
T_1402,29,26,26,36,25,22,34,24,16,21,15,15,19,21,15,16
T_1403,18,16,16,22,15,14,21,15,22,15,15,15,19,21,15,16
T_1404,17,15,15,21,15,13,20,14,37,36,18,26,31,36,26,27
T_1405,40,36,35,50,34,31,47,33,28,27,19,13,23,27,19,20
T_1406,10,9,9,12,9,8,12,8,47,44,32,32,27,45,32,34
T_1407,34,31,30,42,29,26,40,28,12,11,8,8,10,8,8,8
T_1408,40,36,35,50,34,31,47,33,30,29,21,21,25,29,15,22
T_1409,40,36,35,50,34,31,47,33,45,42,30,30,37,43,31,22
T_1410,28,25,25,35,24,21,33,23,33,31,22,22,27,31,23,24
T_1411,13,16,16,22,15,14,21,15,43,41,29,30,36,41,30,31
T_1412,37,23,33,46,32,28,44,31,19,18,13,13,16,18,13,13
T_1413,33,30,20,41,28,25,39,28,19,18,13,13,16,18,13,13
T_1414,37,33,33,32,32,28,44,31,19,18,13,13,16,18,13,13
T_1415,30,27,27,37,18,23,35,25,20,19,13,14,17,19,14,14
T_1416,26,23,23,32,22,14,31,22,19,18,13,13,16,18,13,13
T_1417,34,31,30,42,29,26,28,28,40,38,27,27,33,38,27,29
T_1418,19,17,17,24,16,15,22,11,35,33,24,24,29,34,24,25
T_1419,19,17,17,24,16,15,22,16,11,14,10,10,13,15,11,11
T_1420,32,29,28,40,28,25,38,27,16,11,11,11,14,16,11,12
T_1421,24,22,21,30,21,18,28,20,20,19,9,14,17,19,14,14
T_1422,40,36,35,50,34,31,47,33,34,32,23,16,28,33,23,24
T_1423,10,9,9,12,9,8,12,8,15,14,10,10,9,15,11,11
T_1424,26,23,23,32,22,20,31,22,32,30,21,22,26,21,22,23
T_1425,38,34,34,47,33,29,45,32,34,32,23,23,28,33,16,24
T_1426,28,25,25,35,24,21,33,23,23,22,16,16,20,22,16,12
T_1427,37,33,33,46,32,28,44,31,29,28,20,20,24,28,20,21
T_1428,11,14,14,20,14,12,19,13,34,32,23,23,28,33,23,24
T_1429,16,10,14,20,14,12,19,13,25,23,17,17,21,24,17,18
T_1430,16,14,10,20,14,12,19,13,18,17,12,12,15,17,12,13
T_1431,17,15,15,15,15,13,20,14,37,36,25,26,31,36,26,27
T_1432,16,14,14,20,10,12,19,13,21,20,14,14,18,20,15,15
T_1433,34,31,30,42,29,18,40,28,45,42,30,30,37,43,31,32
T_1434,30,27,27,37,26,23,25,25,12,11,8,8,10,11,8,8
T_1435,13,12,11,16,11,10,15,8,47,44,32,32,39,45,32,34
T_1436,14,13,12,17,12,11,16,12,26,36,25,26,31,36,26,27
T_1437,17,15,15,21,15,13,20,14,45,30,30,30,37,43,31,32
T_1438,29,26,26,36,25,22,34,24,32,30,15,22,26,30,22,23
T_1439,13,12,11,16,11,10,15,11,37,36,25,18,31,36,26,27
T_1440,27,24,24,34,23,21,32,23,47,44,32,32,27,45,32,34
T_1441,29,26,26,36,25,22,34,24,22,21,15,15,19,15,15,16
T_1442,20,18,18,25,17,15,24,17,34,32,23,23,28,33,16,24
T_1443,25,23,22,31,21,19,29,21,25,23,17,17,21,24,17,12
T_1444,29,26,26,36,25,22,34,24,29,28,20,20,24,28,20,21
T_1445,15,19,19,26,18,16,25,18,27,26,18,18,22,26,19,19
T_1446,15,9,13,19,13,11,18,13,42,40,28,29,35,40,29,30
T_1447,32,29,20,40,28,25,38,27,45,42,30,30,37,43,31,32
T_1448,18,16,16,16,15,14,21,15,13,12,9,9,11,12,9,9
T_1449,38,34,34,47,23,29,45,32,26,24,17,18,21,25,18,18
T_1450,10,9,9,12,9,5,12,8,33,31,22,22,27,31,23,24
T_1451,40,36,35,50,34,31,33,33,46,43,31,31,38,44,32,33
T_1452,32,29,28,40,28,25,38,19,23,22,16,16,20,22,16,17
T_1453,38,34,34,47,33,29,45,32,30,41,29,30,36,41,30,31
T_1454,27,24,24,34,23,21,32,23,33,22,22,22,27,31,23,24
T_1455,32,29,28,40,28,25,38,27,26,24,12,18,21,25,18,18
T_1456,40,36,35,50,34,31,47,33,13,12,9,6,11,12,9,9
T_1457,19,17,17,24,16,15,22,16,37,36,25,26,22,36,26,27
T_1458,29,26,26,36,25,22,34,24,34,32,23,23,28,23,23,24
T_1459,21,19,19,26,18,16,25,18,13,12,9,9,11,12,6,9
T_1460,25,23,22,31,21,19,29,21,11,10,7,7,9,10,7,5
T_1461,23,21,20,29,20,18,27,19,25,23,17,17,21,24,17,18
T_1462,25,32,32,45,31,28,42,30,30,29,21,21,25,29,21,22
T_1463,38,24,34,47,33,29,45,32,21,20,14,14,18,20,15,15
T_1464,11,10,7,14,9,8,13,9,32,30,21,22,26,30,22,23
T_1465,22,20,19,19,19,17,26,18,35,33,24,24,29,34,24,25
T_1466,28,25,25,35,17,21,33,23,23,22,16,16,20,22,16,17
T_1467,39,35,34,48,34,21,46,33,28,27,19,19,23,27,19,20
T_1468,20,18,18,25,17,15,16,17,46,43,31,31,38,44,32,33
T_1469,37,33,33,46,32,28,44,22,45,42,30,30,37,43,31,32
T_1470,28,25,25,35,24,21,33,23,33,44,32,32,39,45,32,34
T_1471,22,20,19,27,19,17,26,18,41,27,28,28,34,39,28,29
T_1472,11,10,10,14,9,8,13,9,18,17,8,12,15,17,12,13
T_1473,32,29,28,40,28,25,38,27,28,27,19,13,23,27,19,20
T_1474,29,26,26,36,25,22,34,24,13,12,9,9,8,12,9,9
T_1475,11,10,10,14,9,8,13,9,20,19,13,14,17,13,14,14
T_1476,9,8,8,11,8,7,11,8,11,10,7,7,9,10,5,8
T_1477,21,19,19,26,18,16,25,18,33,31,22,22,27,31,23,16
T_1478,26,23,23,32,22,20,31,22,13,12,9,9,11,12,9,9
T_1479,13,16,16,22,15,14,21,15,39,37,26,26,32,37,27,28
T_1480,27,17,24,34,23,21,32,23,32,30,21,22,26,30,22,23
T_1481,30,27,19,37,26,23,35,25,43,41,29,30,36,41,30,31
T_1482,20,18,18,17,17,15,24,17,27,26,18,18,22,26,19,19
T_1483,24,22,21,30,14,18,28,20,42,40,28,29,35,40,29,30
T_1484,39,35,34,48,34,21,46,33,22,21,15,15,19,21,15,16
T_1485,38,34,34,47,33,29,31,32,47,44,32,32,39,45,32,34
T_1486,40,36,35,50,34,31,47,23,42,40,28,29,35,40,29,30
T_1487,35,32,31,43,30,27,41,29,10,13,9,10,12,13,10,10
T_1488,15,14,13,19,13,11,18,13,41,27,28,28,34,39,28,29
T_1489,24,22,21,30,21,18,28,20,18,17,8,12,15,17,12,13
T_1490,11,10,10,14,9,8,13,9,33,31,22,16,27,31,23,24
T_1491,17,15,15,21,15,13,20,14,12,11,8,8,7,11,8,8
T_1492,9,8,8,11,8,7,11,8,37,36,25,26,31,25,26,27
T_1493,28,25,25,35,24,21,33,23,37,36,25,26,31,36,18,27
T_1494,11,10,10,14,9,8,13,9,46,43,31,31,38,44,32,23
T_1495,33,30,29,41,28,25,39,28,15,14,10,10,13,15,11,11
T_1496,19,24,24,34,23,21,32,23,12,11,8,8,10,11,8,8
T_1497,37,23,33,46,32,28,44,31,45,42,30,30,37,43,31,32
T_1498,23,21,14,29,20,18,27,19,36,34,24,25,30,35,25,26
T_1499,36,32,32,31,31,28,42,30,21,20,14,14,18,20,15,15
T_1500,19,17,17,24,11,15,22,16,28,27,19,19,23,27,19,20
T_1501,40,36,35,50,34,21,47,33,14,13,9,10,12,13,10,10
T_1502,36,32,32,45,31,28,30,30,29,28,20,20,24,28,20,21
T_1503,12,11,11,15,10,9,14,7,27,26,18,18,22,26,19,19
T_1504,35,32,31,43,30,27,41,29,33,44,32,32,39,45,32,34
T_1505,15,14,13,19,13,11,18,13,37,25,25,26,31,36,26,27
T_1506,28,25,25,35,24,21,33,23,15,14,7,10,13,15,11,11
T_1507,10,9,9,12,9,8,12,8,14,13,9,7,12,13,10,10
T_1508,32,29,28,40,28,25,38,27,27,26,18,18,16,26,19,19
T_1509,32,29,28,40,28,25,38,27,42,40,28,29,35,28,29,30
T_1510,39,35,34,48,34,30,46,33,45,42,30,30,37,43,21,32
T_1511,13,12,11,16,11,10,15,11,26,24,17,18,21,25,18,13
T_1512,10,9,9,12,9,8,12,8,9,9,6,6,8,9,6,7
T_1513,27,34,34,47,33,29,45,32,41,39,28,28,34,39,28,29
T_1514,31,20,27,39,27,24,36,26,19,18,13,13,16,18,13,13
T_1515,18,16,11,22,15,14,21,15,20,19,13,14,17,19,14,14
T_1516,24,22,21,21,21,18,28,20,19,18,13,13,16,18,13,13
T_1517,12,11,11,15,7,9,14,10,11,10,7,7,9,10,7,8
T_1518,25,23,22,31,21,13,29,21,25,23,17,17,21,24,17,18
T_1519,23,21,20,29,20,18,19,19,9,9,6,6,8,9,6,7
T_1520,40,36,35,50,34,31,47,23,20,19,13,14,17,19,14,14
T_1521,32,29,28,40,28,25,38,27,22,30,21,22,26,30,22,23
T_1522,13,12,11,16,11,10,15,11,41,27,28,28,34,39,28,29
T_1523,12,11,11,15,10,9,14,10,15,14,7,10,13,15,11,11
T_1524,23,21,20,29,20,18,27,19,36,34,24,17,30,35,25,26
T_1525,36,32,32,45,31,28,42,30,30,29,21,21,18,29,21,22
T_1526,38,34,34,47,33,29,45,32,22,21,15,15,19,15,15,16
T_1527,22,20,19,27,19,17,26,18,42,40,28,29,35,40,20,30
T_1528,8,7,7,10,7,6,9,7,14,13,9,10,12,13,10,7
T_1529,35,32,31,43,30,27,41,29,41,39,28,28,34,39,28,29
