TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15
T_3028,16,12,8,18,16,13,17,13,14,15,18,18,13,13,14,11
T_3029,42,30,30,32,41,34,44,34,37,38,48,47,35,35,37,29
T_3030,24,17,17,26,16,19,25,19,21,21,27,26,20,20,21,17
T_3031,36,25,25,39,34,20,37,29,32,32,41,39,29,29,32,25
T_3032,19,14,14,21,19,16,14,16,17,18,22,22,16,16,17,14
T_3033,24,17,17,26,23,19,25,14,21,21,27,26,20,20,21,17
T_3034,32,23,23,35,31,26,34,26,20,29,37,36,27,27,29,23
T_3035,13,9,9,14,13,10,14,11,12,8,15,14,11,11,12,9
T_3036,25,18,17,27,24,20,26,20,22,22,20,28,20,20,22,17
T_3037,37,26,26,40,35,29,38,30,33,33,42,28,30,30,33,26
T_3038,39,28,27,42,38,31,41,32,35,35,44,43,22,32,35,27
T_3039,10,7,7,11,9,8,10,8,9,9,11,11,8,6,9,7
T_3040,11,8,8,12,10,9,11,9,10,10,12,12,9,9,7,8
T_3041,9,6,6,9,8,7,9,7,8,8,10,10,7,7,8,4
T_3042,24,17,17,26,23,19,25,19,21,21,27,26,20,20,21,17
T_3043,14,15,14,22,20,16,21,17,18,19,23,23,17,17,18,14
T_3044,37,18,26,40,35,29,38,30,33,33,42,41,30,30,33,26
T_3045,31,22,15,34,30,25,33,26,28,28,36,35,26,26,28,22
T_3046,12,8,8,9,11,9,12,10,11,11,14,13,10,10,11,8
T_3047,30,22,21,33,20,24,32,25,27,27,34,33,25,25,27,21
T_3048,16,12,11,18,16,9,17,13,14,15,18,18,13,13,14,11
T_3049,29,21,21,32,28,23,21,24,26,26,33,32,24,24,26,20
T_3050,30,22,21,33,29,24,32,17,27,27,34,33,25,25,27,21
T_3051,16,12,11,18,16,13,17,13,10,15,18,18,13,13,14,11
T_3052,11,8,8,12,10,9,11,9,10,7,12,12,9,9,10,8
T_3053,34,25,24,37,33,28,36,28,31,31,27,38,28,28,31,24
T_3054,9,6,6,9,8,7,9,7,8,8,10,7,7,7,8,6
T_3055,15,11,11,16,15,12,16,12,13,14,17,17,9,12,13,11
T_3056,25,18,17,27,24,20,26,20,22,22,28,28,20,14,22,17
T_3057,27,19,19,29,26,22,28,22,24,24,31,30,22,22,17,19
T_3058,36,25,25,39,34,28,37,29,32,32,41,39,29,29,32,17
T_3059,38,27,27,41,37,30,39,31,34,34,43,42,31,31,34,26
T_3060,14,15,14,22,20,16,21,17,18,19,23,23,17,17,18,14
T_3061,19,10,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_3062,38,27,19,41,37,30,39,31,34,34,43,42,31,31,34,26
T_3063,23,16,16,17,22,18,24,19,20,20,26,25,19,19,20,16
T_3064,15,11,11,16,10,12,16,12,13,14,17,17,12,12,13,11
T_3065,23,16,16,25,22,13,24,19,20,20,26,25,19,19,20,16
T_3066,26,19,18,28,25,21,19,21,23,23,29,29,21,21,23,18
T_3067,39,28,27,42,38,31,41,22,35,35,44,43,32,32,35,27
T_3068,24,17,17,26,23,19,25,19,15,21,27,26,20,20,21,17
T_3069,13,9,9,14,13,10,14,11,12,8,15,14,11,11,12,9
T_3070,43,31,30,47,42,34,45,35,38,39,34,48,36,36,38,30
T_3071,12,8,8,13,11,9,12,10,11,11,14,9,10,10,11,8
T_3072,43,31,30,47,42,34,45,35,38,39,49,48,25,36,38,30
T_3073,19,14,14,21,19,16,20,16,17,18,22,22,16,11,17,14
T_3074,26,19,18,28,25,21,27,21,23,23,29,29,21,21,16,18
T_3075,30,22,21,33,29,24,32,25,27,27,34,33,25,25,27,15
T_3076,39,28,27,42,38,31,41,32,35,35,44,43,32,32,35,27
T_3077,29,29,29,44,40,33,43,34,36,37,47,45,34,34,37,29
T_3078,40,20,28,43,39,32,42,33,36,36,45,44,33,33,36,28
T_3079,19,14,10,21,19,16,20,16,17,18,22,22,16,16,17,14
T_3080,23,16,16,17,22,18,24,19,20,20,26,25,19,19,20,16
T_3081,25,18,17,27,17,20,26,20,22,22,28,28,20,20,22,17
T_3082,39,28,27,42,38,22,41,32,35,35,44,43,32,32,35,27
T_3083,24,17,17,26,23,19,17,19,21,21,27,26,20,20,21,17
T_3084,30,22,21,33,29,24,32,17,27,27,34,33,25,25,27,21
T_3085,26,19,18,28,25,21,27,21,16,23,29,29,21,21,23,18
T_3086,18,13,13,20,18,15,19,15,16,12,21,20,15,15,16,13
T_3087,16,12,11,18,16,13,17,13,14,15,13,18,13,13,14,11
T_3088,12,8,8,13,11,9,12,10,11,11,14,9,10,10,11,8
T_3089,13,9,9,14,13,10,14,11,12,12,15,14,7,11,12,9
T_3090,15,11,11,16,15,12,16,12,13,14,17,17,12,9,13,11
T_3091,20,15,14,22,20,16,21,17,18,19,23,23,17,17,13,14
T_3092,24,17,17,26,23,19,25,19,21,21,27,26,20,20,21,12
T_3093,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_3094,24,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24
T_3095,22,11,15,23,21,17,23,18,19,20,25,24,18,18,19,15
T_3096,12,8,6,13,11,9,12,10,11,11,14,13,10,10,11,8
T_3097,25,18,17,19,24,20,26,20,22,22,28,28,20,20,22,17
T_3098,39,28,27,42,26,31,41,32,35,35,44,43,32,32,35,27
T_3099,19,14,14,21,19,11,20,16,17,18,22,22,16,16,17,14
T_3100,38,27,27,41,37,30,28,31,34,34,43,42,31,31,34,26
T_3101,9,6,6,9,8,7,9,5,8,8,10,10,7,7,8,6
T_3102,12,8,8,13,11,9,12,10,7,11,14,13,10,10,11,8
T_3103,14,10,10,15,14,11,15,11,12,9,16,16,12,12,12,10
T_3104,30,22,21,33,29,24,32,25,27,27,24,33,25,25,27,21
T_3105,23,16,16,25,22,18,24,19,20,20,26,18,19,19,20,16
T_3106,36,25,25,39,34,28,37,29,32,32,41,39,21,29,32,25
T_3107,14,10,10,15,14,11,15,11,12,13,16,16,12,8,12,10
T_3108,19,14,14,21,19,16,20,16,17,18,22,22,16,16,12,14
T_3109,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,10
T_3110,18,13,13,20,18,15,19,15,16,17,21,20,15,15,16,13
T_3111,9,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_3112,19,10,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_3113,29,21,14,32,28,23,30,24,26,26,33,32,24,24,26,20
T_3114,12,8,8,9,11,9,12,10,11,11,14,13,10,10,11,8
T_3115,30,22,21,33,20,24,32,25,27,27,34,33,25,25,27,21
T_3116,24,17,17,26,23,13,25,19,21,21,27,26,20,20,21,17
T_3117,43,31,30,47,42,34,32,35,38,39,49,48,36,36,38,30
T_3118,17,12,12,19,17,14,18,10,15,16,20,19,14,14,15,12
T_3119,23,16,16,25,22,18,24,19,14,20,26,25,19,19,20,16
T_3120,26,19,18,28,25,21,27,21,23,16,29,29,21,21,23,18
T_3121,33,24,24,36,32,27,35,27,30,30,27,37,28,28,30,23
T_3122,24,17,17,26,23,19,25,19,21,21,27,18,20,20,21,17
T_3123,9,6,6,9,8,7,9,7,8,8,10,10,5,7,8,6
T_3124,16,12,11,18,16,13,17,13,14,15,18,18,13,9,14,11
T_3125,36,25,25,39,34,28,37,29,32,32,41,39,29,29,22,25
T_3126,43,31,30,47,42,34,45,35,38,39,49,48,36,36,38,21
T_3127,17,12,12,19,17,14,18,14,15,16,20,19,14,14,15,12
T_3128,7,7,7,11,9,8,10,8,9,9,11,11,8,8,9,7
T_3129,39,19,27,42,38,31,41,32,35,35,44,43,32,32,35,27
T_3130,27,19,13,29,26,22,28,22,24,24,31,30,22,22,24,19
T_3131,10,7,7,7,9,8,10,8,9,9,11,11,8,8,9,7
T_3132,27,19,19,29,18,22,28,22,24,24,31,30,22,22,24,19
T_3133,10,7,7,11,9,5,10,8,9,9,11,11,8,8,9,7
T_3134,41,29,29,44,40,33,30,34,36,37,47,45,34,34,37,29
T_3135,26,19,18,28,25,21,27,15,23,23,29,29,21,21,23,18
T_3136,33,24,24,36,32,27,35,27,21,30,38,37,28,28,30,23
T_3137,11,8,8,12,10,9,11,9,10,7,12,12,9,9,10,8
T_3138,22,15,15,23,21,17,23,18,19,20,17,24,18,18,19,15
T_3139,41,29,29,44,40,33,43,34,36,37,47,32,34,34,37,29
T_3140,42,30,30,46,41,34,44,34,37,38,48,47,24,35,37,29
T_3141,36,25,25,39,34,28,37,29,32,32,41,39,29,21,32,25
T_3142,36,25,25,39,34,28,37,29,32,32,41,39,29,29,22,25
T_3143,10,7,7,11,9,8,10,8,9,9,11,11,8,8,9,5
T_3144,27,19,19,29,26,22,28,22,24,24,31,30,22,22,24,19
T_3145,20,21,21,32,28,23,30,24,26,26,33,32,24,24,26,20
T_3146,16,8,11,18,16,13,17,13,14,15,18,18,13,13,14,11
T_3147,40,29,20,43,39,32,42,33,36,36,45,44,33,33,36,28
T_3148,38,27,27,29,37,30,39,31,34,34,43,42,31,31,34,26
T_3149,42,30,30,46,28,34,44,34,37,38,48,47,35,35,37,29
T_3150,33,24,24,36,32,19,35,27,30,30,38,37,28,28,30,23
T_3151,42,30,30,46,41,34,31,34,37,38,48,47,35,35,37,29
T_3152,26,19,18,28,25,21,27,15,23,23,29,29,21,21,23,18
T_3153,28,20,20,30,27,22,29,23,17,25,32,31,23,23,25,20
T_3154,23,16,16,25,22,18,24,19,20,14,26,25,19,19,20,16
T_3155,11,8,8,12,10,9,11,9,10,10,9,12,9,9,10,8
T_3156,9,6,6,9,8,7,9,7,8,8,10,7,7,7,8,6
T_3157,23,16,16,25,22,18,24,19,20,20,26,25,13,19,20,16
T_3158,34,25,24,37,33,28,36,28,31,31,39,38,28,20,31,24
T_3159,9,6,6,9,8,7,9,7,8,8,10,10,7,7,5,6
T_3160,29,21,21,32,28,23,30,24,26,26,33,32,24,24,26,14
T_3161,24,17,17,26,23,19,25,19,21,21,27,26,20,20,21,17
T_3162,21,22,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_3163,38,19,27,41,37,30,39,31,34,34,43,42,31,31,34,26
T_3164,39,28,19,42,38,31,41,32,35,35,44,43,32,32,35,27
T_3165,37,26,26,28,35,29,38,30,33,33,42,41,30,30,33,26
T_3166,32,23,23,35,22,26,34,26,29,29,37,36,27,27,29,23
T_3167,9,6,6,9,8,5,9,7,8,8,10,10,7,7,8,6
T_3168,42,30,30,46,41,34,31,34,37,38,48,47,35,35,37,29
T_3169,31,22,22,34,30,25,33,18,28,28,36,35,26,26,28,22
T_3170,14,10,10,15,14,11,15,11,9,13,16,16,12,12,12,10
T_3171,11,8,8,12,10,9,11,9,10,7,12,12,9,9,10,8
T_3172,39,28,27,42,38,31,41,32,35,35,31,43,32,32,35,27
T_3173,39,28,27,42,38,31,41,32,35,35,44,30,32,32,35,27
T_3174,25,18,17,27,24,20,26,20,22,22,28,28,14,20,22,17
T_3175,43,31,30,47,42,34,45,35,38,39,49,48,36,25,38,30
T_3176,12,8,8,13,11,9,12,10,11,11,14,13,10,10,7,8
T_3177,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,6
T_3178,36,25,25,39,34,28,37,29,32,32,41,39,29,29,32,25
T_3179,27,28,27,42,38,31,41,32,35,35,44,43,32,32,35,27
T_3180,43,22,30,47,42,34,45,35,38,39,49,48,36,36,38,30
T_3181,34,25,17,37,33,28,36,28,31,31,39,38,28,28,31,24
T_3182,39,28,27,29,38,31,41,32,35,35,44,43,32,32,35,27
T_3183,12,8,8,13,8,9,12,10,11,11,14,13,10,10,11,8
T_3184,18,13,13,20,18,10,19,15,16,17,21,20,15,15,16,13
T_3185,31,22,22,34,30,25,23,26,28,28,36,35,26,26,28,22
T_3186,18,13,13,20,18,15,19,10,16,17,21,20,15,15,16,13
T_3187,13,9,9,14,13,10,14,11,8,12,15,14,11,11,12,9
T_3188,42,30,30,46,41,34,44,34,37,27,48,47,35,35,37,29
T_3189,17,12,12,19,17,14,18,14,15,16,14,19,14,14,15,12
T_3190,22,15,15,23,21,17,23,18,19,20,25,17,18,18,19,15
T_3191,41,29,29,44,40,33,43,34,36,37,47,45,24,34,37,29
T_3192,15,11,11,16,15,12,16,12,13,14,17,17,12,9,13,11
T_3193,40,29,28,43,39,32,42,33,36,36,45,44,33,33,25,28
T_3194,41,29,29,44,40,33,43,34,36,37,47,45,34,34,37,20
T_3195,39,28,27,42,38,31,41,32,35,35,44,43,32,32,35,27
T_3196,22,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_3197,37,18,26,40,35,29,38,30,33,33,42,41,30,30,33,26
T_3198,37,26,18,40,35,29,38,30,33,33,42,41,30,30,33,26
T_3199,25,18,17,19,24,20,26,20,22,22,28,28,20,20,22,17
T_3200,20,15,14,22,14,16,21,17,18,19,23,23,17,17,18,14
T_3201,38,27,27,41,37,21,39,31,34,34,43,42,31,31,34,26
T_3202,15,11,11,16,15,12,11,12,13,14,17,17,12,12,13,11
T_3203,24,17,17,26,23,19,25,14,21,21,27,26,20,20,21,17
T_3204,31,22,22,34,30,25,33,26,19,28,36,35,26,26,28,22
T_3205,33,24,24,36,32,27,35,27,30,21,38,37,28,28,30,23
T_3206,12,8,8,13,11,9,12,10,11,11,9,13,10,10,11,8
T_3207,42,30,30,46,41,34,44,34,37,38,48,33,35,35,37,29
T_3208,38,27,27,41,37,30,39,31,34,34,43,42,22,31,34,26
T_3209,23,16,16,25,22,18,24,19,20,20,26,25,19,13,20,16
T_3210,22,15,15,23,21,17,23,18,19,20,25,24,18,18,13,15
T_3211,32,23,23,35,31,26,34,26,29,29,37,36,27,27,29,16
T_3212,38,27,27,41,37,30,39,31,34,34,43,42,31,31,34,26
T_3213,26,27,27,41,37,30,39,31,34,34,43,42,31,31,34,26
T_3214,30,15,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_3215,20,15,10,22,20,16,21,17,18,19,23,23,17,17,18,14
T_3216,15,11,11,11,15,12,16,12,13,14,17,17,12,12,13,11
T_3217,37,26,26,40,25,29,38,30,33,33,42,41,30,30,33,26
T_3218,12,8,8,13,11,7,12,10,11,11,14,13,10,10,11,8
T_3219,36,25,25,39,34,28,26,29,32,32,41,39,29,29,32,25
T_3220,42,30,30,46,41,34,44,24,37,38,48,47,35,35,37,29
T_3221,36,25,25,39,34,28,37,29,22,32,41,39,29,29,32,25
T_3222,36,25,25,39,34,28,37,29,32,23,41,39,29,29,32,25
T_3223,20,15,14,22,20,16,21,17,18,19,16,23,17,17,18,14
T_3224,43,31,30,47,42,34,45,35,38,39,49,33,36,36,38,30
T_3225,20,15,14,22,20,16,21,17,18,19,23,23,12,17,18,14
T_3226,41,29,29,44,40,33,43,34,36,37,47,45,34,24,37,29
T_3227,34,25,24,37,33,28,36,28,31,31,39,38,28,28,22,24
T_3228,9,6,6,9,8,7,9,7,8,8,10,10,7,7,8,4
T_3229,34,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24
T_3230,10,10,10,15,14,11,15,11,12,13,16,16,12,12,12,10
T_3231,17,9,12,19,17,14,18,14,15,16,20,19,14,14,15,12
T_3232,36,25,18,39,34,28,37,29,32,32,41,39,29,29,32,25
T_3233,29,21,21,22,28,23,30,24,26,26,33,32,24,24,26,20
T_3234,15,11,11,16,10,12,16,12,13,14,17,17,12,12,13,11
T_3235,19,14,14,21,19,11,20,16,17,18,22,22,16,16,17,14
T_3236,36,25,25,39,34,28,26,29,32,32,41,39,29,29,32,25
T_3237,29,21,21,32,28,23,30,17,26,26,33,32,24,24,26,20
T_3238,33,24,24,36,32,27,35,27,21,30,38,37,28,28,30,23
T_3239,32,23,23,35,31,26,34,26,29,20,37,36,27,27,29,23
T_3240,13,9,9,14,13,10,14,11,12,12,10,14,11,11,12,9
T_3241,29,21,21,32,28,23,30,24,26,26,33,23,24,24,26,20
T_3242,32,23,23,35,31,26,34,26,29,29,37,36,19,27,29,23
T_3243,16,12,11,18,16,13,17,13,14,15,18,18,13,9,14,11
T_3244,33,24,24,36,32,27,35,27,30,30,38,37,28,28,21,23
T_3245,16,12,11,18,16,13,17,13,14,15,18,18,13,13,14,8
T_3246,18,13,13,20,18,15,19,15,16,17,21,20,15,15,16,13
T_3247,14,14,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_3248,32,16,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_3249,18,13,9,20,18,15,19,15,16,17,21,20,15,15,16,13
T_3250,10,7,7,7,9,8,10,8,9,9,11,11,8,8,9,7
T_3251,23,16,16,25,15,18,24,19,20,20,26,25,19,19,20,16
T_3252,16,12,11,18,16,9,17,13,14,15,18,18,13,13,14,11
T_3253,30,22,21,33,29,24,22,25,27,27,34,33,25,25,27,21
T_3254,30,22,21,33,29,24,32,17,27,27,34,33,25,25,27,21
T_3255,39,28,27,42,38,31,41,32,24,35,44,43,32,32,35,27
T_3256,31,22,22,34,30,25,33,26,28,20,36,35,26,26,28,22
T_3257,29,21,21,32,28,23,30,24,26,26,23,32,24,24,26,20
T_3258,30,22,21,33,29,24,32,25,27,27,34,23,25,25,27,21
T_3259,11,8,8,12,10,9,11,9,10,10,12,12,6,9,10,8
T_3260,11,8,8,12,10,9,11,9,10,10,12,12,9,6,10,8
T_3261,39,28,27,42,38,31,41,32,35,35,44,43,32,32,24,27
T_3262,41,29,29,44,40,33,43,34,36,37,47,45,34,34,37,20
T_3263,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,14
T_3264,29,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_3265,42,21,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_3266,39,28,19,42,38,31,41,32,35,35,44,43,32,32,35,27
T_3267,30,22,21,23,29,24,32,25,27,27,34,33,25,25,27,21
T_3268,41,29,29,44,28,33,43,34,36,37,47,45,34,34,37,29
T_3269,10,7,7,11,9,5,10,8,9,9,11,11,8,8,9,7
T_3270,20,15,14,22,20,16,15,17,18,19,23,23,17,17,18,14
T_3271,11,8,8,12,10,9,11,6,10,10,12,12,9,9,10,8
T_3272,9,6,6,9,8,7,9,7,5,8,10,10,7,7,8,6
T_3273,30,22,21,33,29,24,32,25,27,19,34,33,25,25,27,21
T_3274,17,12,12,19,17,14,18,14,15,16,14,19,14,14,15,12
T_3275,15,11,11,16,15,12,16,12,13,14,17,12,12,12,13,11
T_3276,24,17,17,26,23,19,25,19,21,21,27,26,14,20,21,17
T_3277,38,27,27,41,37,30,39,31,34,34,43,42,31,22,34,26
T_3278,31,22,22,34,30,25,33,26,28,28,36,35,26,26,20,22
T_3279,28,20,20,30,27,22,29,23,25,25,32,31,23,23,25,14
T_3280,17,12,12,19,17,14,18,14,15,16,20,19,14,14,15,12
T_3281,11,12,11,18,16,13,17,13,14,15,18,18,13,13,14,11
T_3282,9,4,6,9,8,7,9,7,8,8,10,10,7,7,8,6
T_3283,27,19,13,29,26,22,28,22,24,24,31,30,22,22,24,19
T_3284,32,23,23,25,31,26,34,26,29,29,37,36,27,27,29,23
T_3285,22,15,15,23,15,17,23,18,19,20,25,24,18,18,19,15
T_3286,39,28,27,42,38,22,41,32,35,35,44,43,32,32,35,27
T_3287,19,14,14,21,19,16,14,16,17,18,22,22,16,16,17,14
T_3288,38,27,27,41,37,30,39,22,34,34,43,42,31,31,34,26
T_3289,41,29,29,44,40,33,43,34,26,37,47,45,34,34,37,29
T_3290,32,23,23,35,31,26,34,26,29,20,37,36,27,27,29,23
T_3291,16,12,11,18,16,13,17,13,14,15,13,18,13,13,14,11
T_3292,43,31,30,47,42,34,45,35,38,39,49,33,36,36,38,30
T_3293,19,14,14,21,19,16,20,16,17,18,22,22,11,16,17,14
T_3294,43,31,30,47,42,34,45,35,38,39,49,48,36,25,38,30
T_3295,15,11,11,16,15,12,16,12,13,14,17,17,12,12,9,11
T_3296,33,24,24,36,32,27,35,27,30,30,38,37,28,28,30,16
T_3297,42,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_3298,15,15,15,23,21,17,23,18,19,20,25,24,18,18,19,15
T_3299,24,12,17,26,23,19,25,19,21,21,27,26,20,20,21,17
T_3300,36,25,18,39,34,28,37,29,32,32,41,39,29,29,32,25
T_3301,25,18,17,19,24,20,26,20,22,22,28,28,20,20,22,17
T_3302,27,19,19,29,18,22,28,22,24,24,31,30,22,22,24,19
T_3303,32,23,23,35,31,18,34,26,29,29,37,36,27,27,29,23
T_3304,40,29,28,43,39,32,29,33,36,36,45,44,33,33,36,28
T_3305,42,30,30,46,41,34,44,24,37,38,48,47,35,35,37,29
T_3306,19,14,14,21,19,16,20,16,12,18,22,22,16,16,17,14
T_3307,26,19,18,28,25,21,27,21,23,16,29,29,21,21,23,18
T_3308,17,12,12,19,17,14,18,14,15,16,14,19,14,14,15,12
T_3309,31,22,22,34,30,25,33,26,28,28,36,24,26,26,28,22
T_3310,9,6,6,9,8,7,9,7,8,8,10,10,5,7,8,6
T_3311,43,31,30,47,42,34,45,35,38,39,49,48,36,25,38,30
T_3312,16,12,11,18,16,13,17,13,14,15,18,18,13,13,10,11
T_3313,34,25,24,37,33,28,36,28,31,31,39,38,28,28,31,17
T_3314,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_3315,29,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_3316,33,17,24,36,32,27,35,27,30,30,38,37,28,28,30,23
T_3317,14,10,7,15,14,11,15,11,12,13,16,16,12,12,12,10
T_3318,39,28,27,29,38,31,41,32,35,35,44,43,32,32,35,27
T_3319,25,18,17,27,17,20,26,20,22,22,28,28,20,20,22,17
T_3320,18,13,13,20,18,10,19,15,16,17,21,20,15,15,16,13
T_3321,9,6,6,9,8,7,6,7,8,8,10,10,7,7,8,6
T_3322,37,26,26,40,35,29,38,21,33,33,42,41,30,30,33,26
T_3323,37,26,26,40,35,29,38,30,23,33,42,41,30,30,33,26
T_3324,31,22,22,34,30,25,33,26,28,20,36,35,26,26,28,22
T_3325,26,19,18,28,25,21,27,21,23,23,21,29,21,21,23,18
T_3326,43,31,30,47,42,34,45,35,38,39,49,33,36,36,38,30
T_3327,9,6,6,9,8,7,9,7,8,8,10,10,5,7,8,6
T_3328,36,25,25,39,34,28,37,29,32,32,41,39,29,21,32,25
T_3329,42,30,30,46,41,34,44,34,37,38,48,47,35,35,26,29
T_3330,30,22,21,33,29,24,32,25,27,27,34,33,25,25,27,15
T_3331,24,17,17,26,23,19,25,19,21,21,27,26,20,20,21,17
T_3332,19,19,19,29,26,22,28,22,24,24,31,30,22,22,24,19
T_3333,31,16,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_3334,43,31,21,47,42,34,45,35,38,39,49,48,36,36,38,30
T_3335,43,31,30,33,42,34,45,35,38,39,49,48,36,36,38,30
T_3336,31,22,22,34,21,25,33,26,28,28,36,35,26,26,28,22
T_3337,28,20,20,30,27,16,29,23,25,25,32,31,23,23,25,20
T_3338,38,27,27,41,37,30,28,31,34,34,43,42,31,31,34,26
T_3339,40,29,28,43,39,32,42,23,36,36,45,44,33,33,36,28
T_3340,29,21,21,32,28,23,30,24,18,26,33,32,24,24,26,20
T_3341,41,29,29,44,40,33,43,34,36,26,47,45,34,34,37,29
T_3342,39,28,27,42,38,31,41,32,35,35,31,43,32,32,35,27
T_3343,24,17,17,26,23,19,25,19,21,21,27,18,20,20,21,17
T_3344,30,22,21,33,29,24,32,25,27,27,34,33,17,25,27,21
T_3345,27,19,19,29,26,22,28,22,24,24,31,30,22,16,24,19
T_3346,31,22,22,34,30,25,33,26,28,28,36,35,26,26,20,22
T_3347,19,14,14,21,19,16,20,16,17,18,22,22,16,16,17,9
T_3348,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_3349,10,10,10,15,14,11,15,11,12,13,16,16,12,12,12,10
T_3350,32,16,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_3351,36,25,18,39,34,28,37,29,32,32,41,39,29,29,32,25
T_3352,33,24,24,25,32,27,35,27,30,30,38,37,28,28,30,23
T_3353,40,29,28,43,27,32,42,33,36,36,45,44,33,33,36,28
T_3354,14,10,10,15,14,8,15,11,12,13,16,16,12,12,12,10
T_3355,38,27,27,41,37,30,28,31,34,34,43,42,31,31,34,26
T_3356,15,11,11,16,15,12,16,9,13,14,17,17,12,12,13,11
T_3357,42,30,30,46,41,34,44,34,26,38,48,47,35,35,37,29
T_3358,25,18,17,27,24,20,26,20,22,16,28,28,20,20,22,17
T_3359,30,22,21,33,29,24,32,25,27,27,24,33,25,25,27,21
T_3360,39,28,27,42,38,31,41,32,35,35,44,30,32,32,35,27
T_3361,31,22,22,34,30,25,33,26,28,28,36,35,18,26,28,22
T_3362,9,6,6,9,8,7,9,7,8,8,10,10,7,5,8,6
T_3363,37,26,26,40,35,29,38,30,33,33,42,41,30,30,23,26
T_3364,12,8,8,13,11,9,12,10,11,11,14,13,10,10,11,6
T_3365,27,19,19,29,26,22,28,22,24,24,31,30,22,22,24,19
T_3366,20,21,21,32,28,23,30,24,26,26,33,32,24,24,26,20
T_3367,9,4,6,9,8,7,9,7,8,8,10,10,7,7,8,6
T_3368,26,19,13,28,25,21,27,21,23,23,29,29,21,21,23,18
T_3369,41,29,29,31,40,33,43,34,36,37,47,45,34,34,37,29
T_3370,36,25,25,39,24,28,37,29,32,32,41,39,29,29,32,25
T_3371,30,22,21,33,29,17,32,25,27,27,34,33,25,25,27,21
T_3372,18,13,13,20,18,15,13,15,16,17,21,20,15,15,16,13
T_3373,27,19,19,29,26,22,28,15,24,24,31,30,22,22,24,19
T_3374,11,8,8,12,10,9,11,9,7,10,12,12,9,9,10,8
T_3375,31,22,22,34,30,25,33,26,28,20,36,35,26,26,28,22
T_3376,27,19,19,29,26,22,28,22,24,24,21,30,22,22,24,19
T_3377,11,8,8,12,10,9,11,9,10,10,12,8,9,9,10,8
T_3378,40,29,28,43,39,32,42,33,36,36,45,44,23,33,36,28
T_3379,19,14,14,21,19,16,20,16,17,18,22,22,16,11,17,14
T_3380,43,31,30,47,42,34,45,35,38,39,49,48,36,36,27,30
T_3381,14,10,10,15,14,11,15,11,12,13,16,16,12,12,12,7
T_3382,32,23,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_3383,17,18,17,27,24,20,26,20,22,22,28,28,20,20,22,17
T_3384,13,6,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_3385,34,25,17,37,33,28,36,28,31,31,39,38,28,28,31,24
T_3386,38,27,27,29,37,30,39,31,34,34,43,42,31,31,34,26
T_3387,10,7,7,11,7,8,10,8,9,9,11,11,8,8,9,7
T_3388,37,26,26,40,35,21,38,30,33,33,42,41,30,30,33,26
T_3389,31,22,22,34,30,25,23,26,28,28,36,35,26,26,28,22
T_3390,18,13,13,20,18,15,19,10,16,17,21,20,15,15,16,13
T_3391,11,8,8,12,10,9,11,9,7,10,12,12,9,9,10,8
T_3392,9,6,6,9,8,7,9,7,8,5,10,10,7,7,8,6
T_3393,42,30,30,46,41,34,44,34,37,38,34,47,35,35,37,29
T_3394,15,11,11,16,15,12,16,12,13,14,17,12,12,12,13,11
T_3395,19,14,14,21,19,16,20,16,17,18,22,22,11,16,17,14
T_3396,11,8,8,12,10,9,11,9,10,10,12,12,9,6,10,8
T_3397,28,20,20,30,27,22,29,23,25,25,32,31,23,23,17,20
T_3398,12,8,8,13,11,9,12,10,11,11,14,13,10,10,11,6
T_3399,14,10,10,15,14,11,15,11,12,13,16,16,12,12,12,10
T_3400,14,14,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_3401,17,9,12,19,17,14,18,14,15,16,20,19,14,14,15,12
T_3402,22,15,11,23,21,17,23,18,19,20,25,24,18,18,19,15
T_3403,26,19,18,20,25,21,27,21,23,23,29,29,21,21,23,18
