TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31
T_3252,32,23,23,35,31,18,34,26,29,29,37,36,27,27,29,23,27,37,35,31,30,37,22,37,37,23,24,34,24,28,27,31
T_3253,22,15,15,23,21,17,16,18,19,20,25,24,18,18,19,15,18,25,23,20,20,24,21,17,25,15,16,23,16,18,18,21
T_3254,39,28,27,42,38,31,41,22,35,35,44,43,32,32,35,27,33,44,42,37,36,44,38,44,31,28,29,41,29,33,32,37
T_3255,19,14,14,21,19,16,20,16,12,18,22,22,16,16,17,14,16,22,21,18,18,22,19,22,22,10,15,20,15,17,16,18
T_3256,38,27,27,41,37,30,39,31,34,24,43,42,31,31,34,26,32,43,41,36,35,43,37,43,44,27,20,40,28,32,32,36
T_3257,41,29,29,44,40,33,43,34,36,37,33,45,34,34,37,29,34,47,44,39,38,46,40,46,47,29,31,30,31,35,34,39
T_3258,32,23,23,35,31,26,34,26,29,29,37,25,27,27,29,23,27,37,35,31,30,37,31,37,37,23,24,34,17,28,27,31
T_3259,16,12,11,18,16,13,17,13,14,15,18,18,9,13,14,11,14,18,18,15,15,18,16,18,19,12,12,17,12,10,14,15
T_3260,43,31,30,47,42,34,45,35,38,39,49,48,36,25,38,30,36,49,47,41,40,49,42,49,50,31,32,45,33,37,25,41
T_3261,19,14,14,21,19,16,20,16,17,18,22,22,16,16,12,14,16,22,21,18,18,22,19,22,22,14,15,20,15,17,16,13
T_3262,43,31,30,47,42,34,45,35,38,39,49,48,36,36,38,21,36,49,47,41,40,49,42,49,50,31,32,45,33,37,36,41
T_3263,15,11,11,16,15,12,16,12,13,14,17,17,12,12,13,11,9,17,16,14,14,17,15,17,17,11,11,16,11,13,13,14
T_3264,23,24,24,36,32,27,35,27,30,30,38,37,28,28,30,23,28,27,36,32,31,38,32,38,39,24,25,35,25,29,28,32
T_3265,42,21,30,46,41,34,44,34,37,38,48,47,35,35,37,29,35,48,32,40,39,48,41,48,49,30,32,44,32,36,35,40
T_3266,22,15,11,23,21,17,23,18,19,20,25,24,18,18,19,15,18,25,23,14,20,24,21,24,25,15,16,23,16,18,18,21
T_3267,24,17,17,18,23,19,25,19,21,21,27,26,20,20,21,17,20,27,26,22,15,27,23,27,27,17,18,25,18,20,20,23
T_3268,36,25,25,39,24,28,37,29,32,32,41,39,29,29,32,25,30,40,39,34,33,28,35,40,41,25,27,37,27,30,30,34
T_3269,25,18,17,27,24,14,26,20,22,22,28,28,20,20,22,17,21,28,27,23,23,28,17,28,29,18,19,26,19,21,21,24
T_3270,27,19,19,29,26,22,20,22,24,24,31,30,22,22,24,19,23,31,29,25,25,31,26,21,31,19,20,28,20,23,23,26
T_3271,32,23,23,35,31,26,34,19,29,29,37,36,27,27,29,23,27,37,35,31,30,37,31,37,26,23,24,34,24,28,27,31
T_3272,40,29,28,43,39,32,42,33,25,36,45,44,33,33,36,28,33,45,43,38,37,45,39,45,46,20,30,42,30,34,33,38
T_3273,42,30,30,46,41,34,44,34,37,27,48,47,35,35,37,29,35,48,46,40,39,48,41,48,49,30,22,44,32,36,35,40
T_3274,19,14,14,21,19,16,20,16,17,18,15,22,16,16,17,14,16,22,21,18,18,22,19,22,22,14,15,14,15,17,16,18
T_3275,26,19,18,28,25,21,27,21,23,23,29,20,21,21,23,18,22,29,28,24,24,29,25,29,30,18,19,27,14,22,22,25
T_3276,17,12,12,19,17,14,18,14,15,16,20,19,10,14,15,12,14,20,19,16,16,20,17,20,20,12,13,18,13,10,14,16
T_3277,31,22,22,34,30,25,33,26,28,28,36,35,26,18,28,22,26,36,34,30,29,35,30,35,36,22,23,33,24,27,18,30
T_3278,9,6,6,9,8,7,9,7,8,8,10,10,7,7,5,6,7,10,9,8,8,10,8,10,10,6,6,9,7,7,7,6
T_3279,43,31,30,47,42,34,45,35,38,39,49,48,36,36,38,21,36,49,47,41,40,49,42,49,50,31,32,45,33,37,36,41
T_3280,16,12,11,18,16,13,17,13,14,15,18,18,13,13,14,11,9,18,18,15,15,18,16,18,19,12,12,17,12,14,14,15
T_3281,24,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24,29,27,37,33,32,39,33,39,40,25,26,36,26,29,29,33
T_3282,13,6,9,14,13,10,14,11,12,12,15,14,11,11,12,9,11,15,10,12,12,15,13,15,15,9,10,14,10,11,11,12
T_3283,42,30,21,46,41,34,44,34,37,38,48,47,35,35,37,29,35,48,46,28,39,48,41,48,49,30,32,44,32,36,35,40
T_3284,33,24,24,25,32,27,35,27,30,30,38,37,28,28,30,23,28,38,36,32,22,38,32,38,39,24,25,35,25,29,28,32
T_3285,14,10,10,15,9,11,15,11,12,13,16,16,12,12,12,10,12,16,15,13,13,11,14,16,16,10,11,15,11,12,12,13
T_3286,39,28,27,42,38,22,41,32,35,35,44,43,32,32,35,27,33,44,42,37,36,44,26,44,45,28,29,41,29,33,32,37
T_3287,25,18,17,27,24,20,18,20,22,22,28,28,20,20,22,17,21,28,27,23,23,28,24,20,29,18,19,26,19,21,21,24
T_3288,18,13,13,20,18,15,19,10,16,17,21,20,15,15,16,13,15,21,20,17,17,21,18,21,15,13,14,19,14,16,15,17
T_3289,9,6,6,9,8,7,9,7,5,8,10,10,7,7,8,6,7,10,9,8,8,10,8,10,10,4,6,9,7,7,7,8
T_3290,37,26,26,40,35,29,38,30,33,23,42,41,30,30,33,26,31,42,40,35,34,42,36,42,42,26,19,38,28,31,31,35
T_3291,37,26,26,40,35,29,38,30,33,33,29,41,30,30,33,26,31,42,40,35,34,42,36,42,42,26,28,27,28,31,31,35
T_3292,31,22,22,34,30,25,33,26,28,28,36,24,26,26,28,22,26,36,34,30,29,35,30,35,36,22,23,33,17,27,26,30
T_3293,26,19,18,28,25,21,27,21,23,23,29,29,15,21,23,18,22,29,28,24,24,29,25,29,30,18,19,27,20,15,22,25
T_3294,43,31,30,47,42,34,45,35,38,39,49,48,36,25,38,30,36,49,47,41,40,49,42,49,50,31,32,45,33,37,25,41
T_3295,9,6,6,9,8,7,9,7,8,8,10,10,7,7,5,6,7,10,9,8,8,10,8,10,10,6,6,9,7,7,7,6
T_3296,36,25,25,39,34,28,37,29,32,32,41,39,29,29,32,17,30,40,39,34,33,40,35,40,41,25,27,37,27,30,30,34
T_3297,42,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29,25,48,46,40,39,48,41,48,49,30,32,44,32,36,35,40
T_3298,21,22,21,33,29,24,32,25,27,27,34,33,25,25,27,21,25,24,33,28,28,34,29,34,35,21,23,32,23,26,25,29
T_3299,24,12,17,26,23,19,25,19,21,21,27,26,20,20,21,17,20,27,18,22,22,27,23,27,27,17,18,25,18,20,20,23
T_3300,27,19,13,29,26,22,28,22,24,24,31,30,22,22,24,19,23,31,29,18,25,31,26,31,31,19,20,28,20,23,23,26
T_3301,31,22,22,24,30,25,33,26,28,28,36,35,26,26,28,22,26,36,34,30,20,35,30,35,36,22,23,33,24,27,26,30
T_3302,43,31,30,47,29,34,45,35,38,39,49,48,36,36,38,30,36,49,47,41,40,34,42,49,50,31,32,45,33,37,36,41
T_3303,43,31,30,47,42,24,45,35,38,39,49,48,36,36,38,30,36,49,47,41,40,49,29,49,50,31,32,45,33,37,36,41
T_3304,31,22,22,34,30,25,23,26,28,28,36,35,26,26,28,22,26,36,34,30,29,35,30,25,36,22,23,33,24,27,26,30
T_3305,28,20,20,30,27,22,29,16,25,25,32,31,23,23,25,20,24,32,30,26,26,32,27,32,23,20,21,29,21,24,23,27
T_3306,38,27,27,41,37,30,39,31,24,34,43,42,31,31,34,26,32,43,41,36,35,43,37,43,44,19,28,40,28,32,32,36
T_3307,40,29,28,43,39,32,42,33,36,25,45,44,33,33,36,28,33,45,43,38,37,45,39,45,46,28,21,42,30,34,33,38
T_3308,29,21,21,32,28,23,30,24,26,26,23,32,24,24,26,20,24,33,32,27,27,33,28,33,34,21,22,21,22,25,24,28
T_3309,41,29,29,44,40,33,43,34,36,37,47,32,34,34,37,29,34,47,44,39,38,46,40,46,47,29,31,43,22,35,34,39
T_3310,39,28,27,42,38,31,41,32,35,35,44,43,22,32,35,27,33,44,42,37,36,44,38,44,45,28,29,41,29,23,32,37
T_3311,24,17,17,26,23,19,25,19,21,21,27,26,20,14,21,17,20,27,26,22,22,27,23,27,27,17,18,25,18,20,14,23
T_3312,30,22,21,33,29,24,32,25,27,27,34,33,25,25,19,21,25,34,33,28,28,34,29,34,35,21,23,32,23,26,25,20
T_3313,27,19,19,29,26,22,28,22,24,24,31,30,22,22,24,13,23,31,29,25,25,31,26,31,31,19,20,28,20,23,23,26
T_3314,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22,18,36,34,30,29,35,30,35,36,22,23,33,24,27,26,30
T_3315,14,14,14,21,19,16,20,16,17,18,22,22,16,16,17,14,16,15,21,18,18,22,19,22,22,14,15,20,15,17,16,18
T_3316,13,6,9,14,13,10,14,11,12,12,15,14,11,11,12,9,11,15,10,12,12,15,13,15,15,9,10,14,10,11,11,12
T_3317,14,10,7,15,14,11,15,11,12,13,16,16,12,12,12,10,12,16,15,9,13,16,14,16,16,10,11,15,11,12,12,13
T_3318,32,23,23,25,31,26,34,26,29,29,37,36,27,27,29,23,27,37,35,31,21,37,31,37,37,23,24,34,24,28,27,31
T_3319,36,25,25,39,24,28,37,29,32,32,41,39,29,29,32,25,30,40,39,34,33,28,35,40,41,25,27,37,27,30,30,34
T_3320,33,24,24,36,32,19,35,27,30,30,38,37,28,28,30,23,28,38,36,32,31,38,23,38,39,24,25,35,25,29,28,32
T_3321,40,29,28,43,39,32,29,33,36,36,45,44,33,33,36,28,33,45,43,38,37,45,39,32,46,28,30,42,30,34,33,38
T_3322,14,10,10,15,14,11,15,8,12,13,16,16,12,12,12,10,12,16,15,13,13,16,14,16,11,10,11,15,11,12,12,13
T_3323,38,27,27,41,37,30,39,31,24,34,43,42,31,31,34,26,32,43,41,36,35,43,37,43,44,19,28,40,28,32,32,36
T_3324,15,11,11,16,15,12,16,12,13,10,17,17,12,12,13,11,13,17,16,14,14,17,15,17,17,11,8,16,11,13,13,14
T_3325,42,30,30,46,41,34,44,34,37,38,34,47,35,35,37,29,35,48,46,40,39,48,41,48,49,30,32,31,32,36,35,40
T_3326,25,18,17,27,24,20,26,20,22,22,28,19,20,20,22,17,21,28,27,23,23,28,24,28,29,18,19,26,13,21,21,24
T_3327,30,22,21,33,29,24,32,25,27,27,34,33,17,25,27,21,25,34,33,28,28,34,29,34,35,21,23,32,23,18,25,29
T_3328,39,28,27,42,38,31,41,32,35,35,44,43,32,22,35,27,33,44,42,37,36,44,38,44,45,28,29,41,29,33,23,37
T_3329,31,22,22,34,30,25,33,26,28,28,36,35,26,26,20,22,26,36,34,30,29,35,30,35,36,22,23,33,24,27,26,21
T_3330,9,6,6,9,8,7,9,7,8,8,10,10,7,7,8,4,7,10,9,8,8,10,8,10,10,6,6,9,7,7,7,8
T_3331,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,26,22,42,40,35,34,42,36,42,42,26,28,38,28,31,31,35
T_3332,8,8,8,13,11,9,12,10,11,11,14,13,10,10,11,8,10,9,13,11,11,13,12,13,14,8,9,12,9,10,10,11
T_3333,27,14,19,29,26,22,28,22,24,24,31,30,22,22,24,19,23,31,20,25,25,31,26,31,31,19,20,28,20,23,23,26
T_3334,29,21,14,32,28,23,30,24,26,26,33,32,24,24,26,20,24,33,32,19,27,33,28,33,34,21,22,31,22,25,24,28
T_3335,9,6,6,7,8,7,9,7,8,8,10,10,7,7,8,6,7,10,9,8,6,10,8,10,10,6,6,9,7,7,7,8
T_3336,26,19,18,28,18,21,27,21,23,23,29,29,21,21,23,18,22,29,28,24,24,21,25,29,30,18,19,27,20,22,22,25
T_3337,41,29,29,44,40,23,43,34,36,37,47,45,34,34,37,29,34,47,44,39,38,46,28,46,47,29,31,43,31,35,34,39
T_3338,36,25,25,39,34,28,26,29,32,32,41,39,29,29,32,25,30,40,39,34,33,40,35,28,41,25,27,37,27,30,30,34
T_3339,30,22,21,33,29,24,32,17,27,27,34,33,25,25,27,21,25,34,33,28,28,34,29,34,24,21,23,32,23,26,25,29
T_3340,18,13,13,20,18,15,19,15,11,17,21,20,15,15,16,13,15,21,20,17,17,21,18,21,21,9,14,19,14,16,15,17
T_3341,27,19,19,29,26,22,28,22,24,17,31,30,22,22,24,19,23,31,29,25,25,31,26,31,31,19,14,28,20,23,23,26
T_3342,11,8,8,12,10,9,11,9,10,10,9,12,9,9,10,8,9,12,12,10,10,12,10,12,12,8,8,8,8,9,9,10
T_3343,31,22,22,34,30,25,33,26,28,28,36,24,26,26,28,22,26,36,34,30,29,35,30,35,36,22,23,33,17,27,26,30
T_3344,27,19,19,29,26,22,28,22,24,24,31,30,16,22,24,19,23,31,29,25,25,31,26,31,31,19,20,28,20,16,23,26
T_3345,11,8,8,12,10,9,11,9,10,10,12,12,9,6,10,8,9,12,12,10,10,12,10,12,12,8,8,11,8,9,6,10
T_3346,40,29,28,43,39,32,42,33,36,36,45,44,33,33,25,28,33,45,43,38,37,45,39,45,46,28,30,42,30,34,33,27
T_3347,19,14,14,21,19,16,20,16,17,18,22,22,16,16,17,9,16,22,21,18,18,22,19,22,22,14,15,20,15,17,16,18
T_3348,43,31,30,47,42,34,45,35,38,39,49,48,36,36,38,30,25,49,47,41,40,49,42,49,50,31,32,45,33,37,36,41
T_3349,10,10,10,15,14,11,15,11,12,13,16,16,12,12,12,10,12,11,15,13,13,16,14,16,16,10,11,15,11,12,12,13
T_3350,32,16,23,35,31,26,34,26,29,29,37,36,27,27,29,23,27,37,25,31,30,37,31,37,37,23,24,34,24,28,27,31
T_3351,25,18,12,27,24,20,26,20,22,22,28,28,20,20,22,17,21,28,27,16,23,28,24,28,29,18,19,26,19,21,21,24
T_3352,13,9,9,10,13,10,14,11,12,12,15,14,11,11,12,9,11,15,14,12,8,15,13,15,15,9,10,14,10,11,11,12
T_3353,34,25,24,37,23,28,36,28,31,31,39,38,28,28,31,24,29,39,37,33,32,27,33,39,40,25,26,36,26,29,29,33
T_3354,38,27,27,41,37,21,39,31,34,34,43,42,31,31,34,26,32,43,41,36,35,43,26,43,44,27,28,40,28,32,32,36
T_3355,10,7,7,11,9,8,7,8,9,9,11,11,8,8,9,7,8,11,11,9,9,11,9,8,11,7,7,10,7,8,8,9
T_3356,37,26,26,40,35,29,38,21,33,33,42,41,30,30,33,26,31,42,40,35,34,42,36,42,30,26,28,38,28,31,31,35
T_3357,31,22,22,34,30,25,33,26,19,28,36,35,26,26,28,22,26,36,34,30,29,35,30,35,36,16,23,33,24,27,26,30
T_3358,18,13,13,20,18,15,19,15,16,12,21,20,15,15,16,13,15,21,20,17,17,21,18,21,21,13,10,19,14,16,15,17
T_3359,11,8,8,12,10,9,11,9,10,10,9,12,9,9,10,8,9,12,12,10,10,12,10,12,12,8,8,8,8,9,9,10
T_3360,9,6,6,9,8,7,9,7,8,8,10,7,7,7,8,6,7,10,9,8,8,10,8,10,10,6,6,9,5,7,7,8
T_3361,42,30,30,46,41,34,44,34,37,38,48,47,24,35,37,29,35,48,46,40,39,48,41,48,49,30,32,44,32,25,35,40
T_3362,15,11,11,16,15,12,16,12,13,14,17,17,12,9,13,11,13,17,16,14,14,17,15,17,17,11,11,16,11,13,9,14
T_3363,19,14,14,21,19,16,20,16,17,18,22,22,16,16,12,14,16,22,21,18,18,22,19,22,22,14,15,20,15,17,16,13
T_3364,11,8,8,12,10,9,11,9,10,10,12,12,9,9,10,5,9,12,12,10,10,12,10,12,12,8,8,11,8,9,9,10
T_3365,28,20,20,30,27,22,29,23,25,25,32,31,23,23,25,20,16,32,30,26,26,32,27,32,32,20,21,29,21,24,23,27
T_3366,8,8,8,13,11,9,12,10,11,11,14,13,10,10,11,8,10,9,13,11,11,13,12,13,14,8,9,12,9,10,10,11
T_3367,14,7,10,15,14,11,15,11,12,13,16,16,12,12,12,10,12,16,11,13,13,16,14,16,16,10,11,15,11,12,12,13
T_3368,19,14,10,21,19,16,20,16,17,18,22,22,16,16,17,14,16,22,21,13,18,22,19,22,22,14,15,20,15,17,16,18
T_3369,17,12,12,13,17,14,18,14,15,16,20,19,14,14,15,12,14,20,19,16,11,20,17,20,20,12,13,18,13,15,14,16
T_3370,22,15,15,23,15,17,23,18,19,20,25,24,18,18,19,15,18,25,23,20,20,17,21,24,25,15,16,23,16,18,18,21
T_3371,26,19,18,28,25,14,27,21,23,23,29,29,21,21,23,18,22,29,28,24,24,29,18,29,30,18,19,27,20,22,22,25
T_3372,17,12,12,19,17,14,13,14,15,16,20,19,14,14,15,12,14,20,19,16,16,20,17,14,20,12,13,18,13,15,14,16
T_3373,32,23,23,35,31,26,34,19,29,29,37,36,27,27,29,23,27,37,35,31,30,37,31,37,26,23,24,34,24,28,27,31
T_3374,36,25,25,39,34,28,37,29,22,32,41,39,29,29,32,25,30,40,39,34,33,40,35,40,41,18,27,37,27,30,30,34
T_3375,10,7,7,11,9,8,10,8,9,6,11,11,8,8,9,7,8,11,11,9,9,11,9,11,11,7,5,10,7,8,8,9
T_3376,20,15,14,22,20,16,21,17,18,19,16,23,17,17,18,14,17,23,22,19,19,23,20,23,24,15,15,15,15,17,17,19
T_3377,31,22,22,34,30,25,33,26,28,28,36,24,26,26,28,22,26,36,34,30,29,35,30,35,36,22,23,33,17,27,26,30
T_3378,29,21,21,32,28,23,30,24,26,26,33,32,17,24,26,20,24,33,32,27,27,33,28,33,34,21,22,31,22,17,24,28
T_3379,10,7,7,11,9,8,10,8,9,9,11,11,8,6,9,7,8,11,11,9,9,11,9,11,11,7,7,10,7,8,6,9
T_3380,38,27,27,41,37,30,39,31,34,34,43,42,31,31,24,26,32,43,41,36,35,43,37,43,44,27,28,40,28,32,32,25
T_3381,42,30,30,46,41,34,44,34,37,38,48,47,35,35,37,21,35,48,46,40,39,48,41,48,49,30,32,44,32,36,35,40
T_3382,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,26,22,42,40,35,34,42,36,42,42,26,28,38,28,31,31,35
T_3383,16,16,16,25,22,18,24,19,20,20,26,25,19,19,20,16,19,18,25,21,21,26,22,26,26,16,17,24,17,19,19,22
T_3384,34,17,24,37,33,28,36,28,31,31,39,38,28,28,31,24,29,39,26,33,32,39,33,39,40,25,26,36,26,29,29,33
T_3385,12,8,6,13,11,9,12,10,11,11,14,13,10,10,11,8,10,13,13,8,11,13,12,13,14,8,9,12,9,10,10,11
T_3386,41,29,29,31,40,33,43,34,36,37,47,45,34,34,37,29,34,47,44,39,26,46,40,46,47,29,31,43,31,35,34,39
T_3387,22,15,15,23,15,17,23,18,19,20,25,24,18,18,19,15,18,25,23,20,20,17,21,24,25,15,16,23,16,18,18,21
T_3388,34,25,24,37,33,19,36,28,31,31,39,38,28,28,31,24,29,39,37,33,32,39,23,39,40,25,26,36,26,29,29,33
T_3389,42,30,30,46,41,34,31,34,37,38,48,47,35,35,37,29,35,48,46,40,39,48,41,33,49,30,32,44,32,36,35,40
T_3390,42,30,30,46,41,34,44,24,37,38,48,47,35,35,37,29,35,48,46,40,39,48,41,48,34,30,32,44,32,36,35,40
T_3391,29,21,21,32,28,23,30,24,18,26,33,32,24,24,26,20,24,33,32,27,27,33,28,33,34,14,22,31,22,25,24,28
T_3392,12,8,8,13,11,9,12,10,11,8,14,13,10,10,11,8,10,13,13,11,11,13,12,13,14,8,6,12,9,10,10,11
T_3393,31,22,22,34,30,25,33,26,28,28,25,35,26,26,28,22,26,36,34,30,29,35,30,35,36,22,23,23,24,27,26,30
T_3394,42,30,30,46,41,34,44,34,37,38,48,33,35,35,37,29,35,48,46,40,39,48,41,48,49,30,32,44,22,36,35,40
T_3395,20,15,14,22,20,16,21,17,18,19,23,23,12,17,18,14,17,23,22,19,19,23,20,23,24,15,15,21,15,12,17,19
T_3396,30,22,21,33,29,24,32,25,27,27,34,33,25,17,27,21,25,34,33,28,28,34,29,34,35,21,23,32,23,26,18,29
T_3397,10,7,7,11,9,8,10,8,9,9,11,11,8,8,6,7,8,11,11,9,9,11,9,11,11,7,7,10,7,8,8,6
T_3398,38,27,27,41,37,30,39,31,34,34,43,42,31,31,34,18,32,43,41,36,35,43,37,43,44,27,28,40,28,32,32,36
T_3399,16,12,11,18,16,13,17,13,14,15,18,18,13,13,14,11,9,18,18,15,15,18,16,18,19,12,12,17,12,14,14,15
T_3400,18,19,18,28,25,21,27,21,23,23,29,29,21,21,23,18,22,21,28,24,24,29,25,29,30,18,19,27,20,22,22,25
T_3401,17,9,12,19,17,14,18,14,15,16,20,19,14,14,15,12,14,20,13,16,16,20,17,20,20,12,13,18,13,15,14,16
T_3402,25,18,12,27,24,20,26,20,22,22,28,28,20,20,22,17,21,28,27,16,23,28,24,28,29,18,19,26,19,21,21,24
T_3403,11,8,8,8,10,9,11,9,10,10,12,12,9,9,10,8,9,12,12,10,7,12,10,12,12,8,8,11,8,9,9,10
T_3404,36,25,25,39,24,28,37,29,32,32,41,39,29,29,32,25,30,40,39,34,33,28,35,40,41,25,27,37,27,30,30,34
T_3405,29,21,21,32,28,16,30,24,26,26,33,32,24,24,26,20,24,33,32,27,27,33,20,33,34,21,22,31,22,25,24,28
T_3406,17,12,12,19,17,14,13,14,15,16,20,19,14,14,15,12,14,20,19,16,16,20,17,14,20,12,13,18,13,15,14,16
T_3407,23,16,16,25,22,18,24,13,20,20,26,25,19,19,20,16,19,26,25,21,21,26,22,26,18,16,17,24,17,19,19,22
T_3408,42,30,30,46,41,34,44,34,26,38,48,47,35,35,37,29,35,48,46,40,39,48,41,48,49,21,32,44,32,36,35,40
T_3409,24,17,17,26,23,19,25,19,21,15,27,26,20,20,21,17,20,27,26,22,22,27,23,27,27,17,12,25,18,20,20,23
T_3410,20,15,14,22,20,16,21,17,18,19,16,23,17,17,18,14,17,23,22,19,19,23,20,23,24,15,15,15,15,17,17,19
T_3411,25,18,17,27,24,20,26,20,22,22,28,19,20,20,22,17,21,28,27,23,23,28,24,28,29,18,19,26,13,21,21,24
T_3412,28,20,20,30,27,22,29,23,25,25,32,31,16,23,25,20,24,32,30,26,26,32,27,32,32,20,21,29,21,17,23,27
T_3413,14,10,10,15,14,11,15,11,12,13,16,16,12,8,12,10,12,16,15,13,13,16,14,16,16,10,11,15,11,12,8,13
T_3414,20,15,14,22,20,16,21,17,18,19,23,23,17,17,13,14,17,23,22,19,19,23,20,23,24,15,15,21,15,17,17,14
T_3415,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,18,31,42,40,35,34,42,36,42,42,26,28,38,28,31,31,35
T_3416,42,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29,25,48,46,40,39,48,41,48,49,30,32,44,32,36,35,40
T_3417,26,27,27,41,37,30,39,31,34,34,43,42,31,31,34,26,32,30,41,36,35,43,37,43,44,27,28,40,28,32,32,36
T_3418,29,15,21,32,28,23,30,24,26,26,33,32,24,24,26,20,24,33,22,27,27,33,28,33,34,21,22,31,22,25,24,28
T_3419,18,13,9,20,18,15,19,15,16,17,21,20,15,15,16,13,15,21,20,12,17,21,18,21,21,13,14,19,14,16,15,17
T_3420,30,22,21,23,29,24,32,25,27,27,34,33,25,25,27,21,25,34,33,28,19,34,29,34,35,21,23,32,23,26,25,29
T_3421,22,15,15,23,15,17,23,18,19,20,25,24,18,18,19,15,18,25,23,20,20,17,21,24,25,15,16,23,16,18,18,21
T_3422,38,27,27,41,37,21,39,31,34,34,43,42,31,31,34,26,32,43,41,36,35,43,26,43,44,27,28,40,28,32,32,36
T_3423,24,17,17,26,23,19,17,19,21,21,27,26,20,20,21,17,20,27,26,22,22,27,23,19,27,17,18,25,18,20,20,23
T_3424,9,6,6,9,8,7,9,5,8,8,10,10,7,7,8,6,7,10,9,8,8,10,8,10,7,6,6,9,7,7,7,8
T_3425,32,23,23,35,31,26,34,26,20,29,37,36,27,27,29,23,27,37,35,31,30,37,31,37,37,16,24,34,24,28,27,31
T_3426,23,16,16,25,22,18,24,19,20,14,26,25,19,19,20,16,19,26,25,21,21,26,22,26,26,16,12,24,17,19,19,22
T_3427,40,29,28,43,39,32,42,33,36,36,32,44,33,33,36,28,33,45,43,38,37,45,39,45,46,28,30,29,30,34,33,38
T_3428,31,22,22,34,30,25,33,26,28,28,36,24,26,26,28,22,26,36,34,30,29,35,30,35,36,22,23,33,17,27,26,30
T_3429,25,18,17,27,24,20,26,20,22,22,28,28,14,20,22,17,21,28,27,23,23,28,24,28,29,18,19,26,19,15,21,24
T_3430,12,8,8,13,11,9,12,10,11,11,14,13,10,7,11,8,10,13,13,11,11,13,12,13,14,8,9,12,9,10,7,11
T_3431,27,19,19,29,26,22,28,22,24,24,31,30,22,22,17,19,23,31,29,25,25,31,26,31,31,19,20,28,20,23,23,18
T_3432,17,12,12,19,17,14,18,14,15,16,20,19,14,14,15,8,14,20,19,16,16,20,17,20,20,12,13,18,13,15,14,16
T_3433,30,22,21,33,29,24,32,25,27,27,34,33,25,25,27,21,18,34,33,28,28,34,29,34,35,21,23,32,23,26,25,29
T_3434,20,20,20,30,27,22,29,23,25,25,32,31,23,23,25,20,24,22,30,26,26,32,27,32,32,20,21,29,21,24,23,27
T_3435,19,10,14,21,19,16,20,16,17,18,22,22,16,16,17,14,16,22,15,18,18,22,19,22,22,14,15,20,15,17,16,18
T_3436,32,23,16,35,31,26,34,26,29,29,37,36,27,27,29,23,27,37,35,21,30,37,31,37,37,23,24,34,24,28,27,31
T_3437,13,9,9,10,13,10,14,11,12,12,15,14,11,11,12,9,11,15,14,12,8,15,13,15,15,9,10,14,10,11,11,12
T_3438,24,17,17,26,16,19,25,19,21,21,27,26,20,20,21,17,20,27,26,22,22,19,23,27,27,17,18,25,18,20,20,23
T_3439,41,29,29,44,40,23,43,34,36,37,47,45,34,34,37,29,34,47,44,39,38,46,28,46,47,29,31,43,31,35,34,39
T_3440,20,15,14,22,20,16,15,17,18,19,23,23,17,17,18,14,17,23,22,19,19,23,20,16,24,15,15,21,15,17,17,19
T_3441,34,25,24,37,33,28,36,20,31,31,39,38,28,28,31,24,29,39,37,33,32,39,33,39,28,25,26,36,26,29,29,33
T_3442,32,23,23,35,31,26,34,26,20,29,37,36,27,27,29,23,27,37,35,31,30,37,31,37,37,16,24,34,24,28,27,31
T_3443,19,14,14,21,19,16,20,16,17,12,22,22,16,16,17,14,16,22,21,18,18,22,19,22,22,14,10,20,15,17,16,18
T_3444,17,12,12,19,17,14,18,14,15,16,14,19,14,14,15,12,14,20,19,16,16,20,17,20,20,12,13,13,13,15,14,16
T_3445,42,30,30,46,41,34,44,34,37,38,48,33,35,35,37,29,35,48,46,40,39,48,41,48,49,30,32,44,22,36,35,40
T_3446,33,24,24,36,32,27,35,27,30,30,38,37,19,28,30,23,28,38,36,32,31,38,32,38,39,24,25,35,25,20,28,32
T_3447,42,30,30,46,41,34,44,34,37,38,48,47,35,24,37,29,35,48,46,40,39,48,41,48,49,30,32,44,32,36,25,40
T_3448,16,12,11,18,16,13,17,13,14,15,18,18,13,13,10,11,14,18,18,15,15,18,16,18,19,12,12,17,12,14,14,11
T_3449,40,29,28,43,39,32,42,33,36,36,45,44,33,33,36,19,33,45,43,38,37,45,39,45,46,28,30,42,30,34,33,38
T_3450,34,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24,20,39,37,33,32,39,33,39,40,25,26,36,26,29,29,33
T_3451,26,27,27,41,37,30,39,31,34,34,43,42,31,31,34,26,32,30,41,36,35,43,37,43,44,27,28,40,28,32,32,36
T_3452,32,16,23,35,31,26,34,26,29,29,37,36,27,27,29,23,27,37,25,31,30,37,31,37,37,23,24,34,24,28,27,31
