TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_3071,2.34,2.77,3.00,2.31,2.52,2.48,2.31,2.29
T_3072,2.38,2.75,2.68,2.00,2.14,2.26,2.42,2.48
T_3073,2.56,2.74,2.89,2.27,2.32,2.53,2.25,2.61
T_3074,2.15,2.89,2.82,2.48,2.29,2.54,2.38,2.32
T_3075,2.53,2.84,2.80,2.12,2.45,2.34,2.47,2.64
T_3076,2.40,2.79,2.53,2.17,2.21,2.68,2.32,2.48
T_3077,2.40,2.86,2.97,2.44,2.23,2.44,2.34,2.42
T_3078,2.30,2.84,2.78,2.34,2.35,2.45,2.33,2.35
T_3079,2.35,2.83,2.61,2.51,2.40,2.58,2.38,2.57
T_3080,2.49,2.70,2.49,2.03,2.39,2.33,2.57,2.52
T_3081,2.40,2.67,2.79,2.24,2.55,2.39,2.48,2.33
T_3082,2.21,2.68,2.94,2.22,2.23,2.75,2.28,2.67
T_3083,2.21,2.73,2.89,2.49,2.45,2.30,2.37,2.49
T_3084,2.34,2.69,3.11,2.24,2.36,2.31,2.32,2.87
T_3085,2.14,2.77,2.96,2.50,2.40,2.40,2.52,2.59
T_3086,2.65,2.80,2.70,2.32,2.21,2.64,2.28,2.34
T_3087,2.61,2.83,2.82,2.17,2.28,2.67,2.22,2.51
T_3088,2.32,2.75,2.82,2.17,2.21,2.50,1.93,2.44
T_3089,2.45,2.67,3.20,2.07,2.37,2.47,2.42,2.52
T_3090,2.07,2.78,2.96,2.06,2.34,2.67,2.36,2.67
T_3091,2.76,2.93,2.79,2.22,2.35,2.39,2.23,2.33
T_3092,2.17,2.92,2.70,2.23,2.41,2.56,2.50,2.63
T_3093,2.14,2.76,2.62,2.19,2.52,2.47,2.21,2.71
T_3094,2.90,2.79,2.81,2.14,2.46,2.71,2.10,2.55
T_3095,2.30,2.81,2.90,2.12,2.20,2.52,2.34,2.33
T_3096,2.48,2.59,2.68,2.72,2.24,2.72,2.36,2.53
T_3097,2.21,2.65,2.69,2.21,2.48,2.48,2.72,2.47
T_3098,2.36,2.88,2.75,2.28,2.39,2.62,2.56,2.47
T_3099,2.47,3.00,3.00,2.36,2.37,2.50,2.25,2.35
T_3100,2.43,2.34,2.65,2.24,2.03,2.38,2.29,2.62
T_3101,2.38,2.61,2.83,2.21,2.05,2.30,2.42,2.96
T_3102,2.38,2.79,2.63,2.31,2.57,2.48,2.28,2.51
T_3103,2.40,3.15,2.90,2.12,2.59,2.47,2.17,2.19
T_3104,2.46,3.07,3.02,2.43,2.51,2.49,2.40,2.81
T_3105,2.59,2.77,2.61,2.06,2.19,2.59,2.44,2.55
T_3106,2.29,2.70,2.77,2.27,2.22,2.25,2.28,2.52
T_3107,2.32,2.86,2.74,2.43,2.67,2.63,2.19,2.47
T_3108,2.26,2.72,2.97,2.24,2.45,2.33,2.11,2.59
T_3109,2.32,3.04,2.77,2.29,2.57,2.44,2.09,2.41
T_3110,2.33,2.77,2.99,2.09,2.29,2.56,2.38,2.42
T_3111,2.52,2.77,2.97,2.15,2.39,2.52,2.40,2.48
T_3112,2.31,2.88,2.94,2.31,2.34,2.69,2.35,2.43
T_3113,2.67,2.64,2.66,2.36,2.28,2.38,2.40,2.73
T_3114,2.46,2.76,2.78,2.27,2.51,2.63,2.02,2.46
T_3115,2.42,2.98,2.81,2.34,2.65,2.33,2.31,2.54
T_3116,2.49,2.86,2.86,2.34,2.52,2.53,2.30,2.29
T_3117,2.33,2.82,2.96,2.30,2.58,2.50,2.04,2.55
T_3118,2.59,2.66,2.65,2.40,2.27,2.86,2.49,2.68
T_3119,2.20,2.62,3.23,2.16,2.33,2.51,2.34,2.68
T_3120,2.20,2.66,2.73,2.60,2.60,2.57,2.23,2.76
T_3121,2.43,2.56,2.79,1.92,2.67,2.51,2.19,2.52
T_3122,2.38,2.76,2.71,2.40,2.54,2.49,2.10,2.69
T_3123,2.31,3.03,2.94,2.11,2.36,2.56,2.62,2.49
T_3124,2.24,2.84,2.90,2.35,2.29,2.48,2.48,2.57
T_3125,2.26,2.94,2.74,2.20,2.05,2.81,2.24,2.53
T_3126,2.67,2.77,2.88,2.05,2.39,2.61,2.31,2.66
T_3127,2.47,2.61,2.62,2.46,2.37,2.68,2.32,2.56
T_3128,2.09,2.92,2.93,2.59,2.54,2.48,2.33,2.66
T_3129,2.45,3.08,2.82,2.16,2.59,2.65,2.22,2.45
T_3130,2.49,2.92,2.80,2.23,2.38,2.36,2.27,2.67
T_3131,2.49,2.53,2.76,2.20,2.22,2.52,2.16,2.51
T_3132,2.26,2.87,2.78,2.25,2.84,2.54,2.24,2.62
T_3133,2.41,2.89,2.75,2.41,2.24,2.78,2.50,2.39
T_3134,2.54,3.03,2.74,2.18,2.42,2.72,2.16,2.36
T_3135,2.38,2.98,3.03,2.34,2.29,2.21,2.26,2.57
T_3136,2.28,2.83,2.63,2.04,2.24,2.10,2.01,2.16
T_3137,2.34,2.96,2.64,2.31,2.45,2.52,2.21,2.34
T_3138,2.47,2.94,2.88,2.26,2.56,2.35,2.35,2.40
T_3139,2.19,2.76,2.72,2.34,2.30,2.70,2.22,2.54
T_3140,2.47,3.09,2.88,2.21,2.25,2.62,2.14,2.42
T_3141,2.22,2.86,2.71,2.16,2.39,2.61,2.09,2.58
T_3142,2.35,2.95,2.92,2.33,2.45,2.51,2.27,2.41
T_3143,2.26,2.95,2.69,2.38,2.54,2.44,2.40,2.48
T_3144,2.36,2.70,2.78,2.22,2.42,2.49,2.51,2.79
T_3145,2.30,2.59,2.74,2.46,2.57,2.52,2.32,2.30
T_3146,2.27,2.56,2.68,2.44,2.49,2.50,2.33,2.89
T_3147,2.34,2.59,2.75,2.34,2.37,2.49,1.99,2.79
T_3148,2.17,2.90,2.91,2.16,2.47,2.70,2.24,2.81
T_3149,2.18,2.97,2.59,2.29,2.58,2.30,2.29,2.49
T_3150,2.55,2.80,3.02,2.30,2.34,2.64,2.38,2.40
T_3151,2.42,2.65,2.81,2.33,2.29,2.61,2.31,2.45
T_3152,2.34,3.10,2.67,2.38,2.46,2.51,2.48,2.56
T_3153,2.36,2.90,2.62,2.46,2.55,2.63,2.00,2.52
T_3154,2.28,2.91,2.96,2.48,2.58,2.60,2.38,2.34
T_3155,2.43,2.98,2.80,2.40,2.35,2.47,2.26,2.61
T_3156,2.39,2.64,2.83,2.31,2.36,2.49,2.31,2.55
T_3157,2.23,2.88,2.83,2.28,2.29,2.87,2.13,2.57
T_3158,2.31,2.68,2.93,2.12,2.12,2.64,2.33,2.41
T_3159,2.34,3.05,2.63,2.05,2.55,2.40,2.47,2.67
T_3160,2.37,2.63,2.91,2.42,2.27,2.74,2.40,2.37
T_3161,2.13,2.60,3.09,2.20,2.62,2.37,1.97,2.47
T_3162,2.56,2.58,2.77,2.06,2.41,2.66,2.23,2.84
T_3163,2.32,2.73,2.70,2.16,2.49,2.57,2.02,2.47
T_3164,2.43,2.84,2.68,2.16,2.15,2.47,2.27,2.32
T_3165,2.27,2.86,2.60,2.18,2.58,2.54,2.12,2.83
T_3166,2.15,2.90,2.86,2.20,2.46,2.63,2.33,2.71
T_3167,2.10,3.01,2.75,2.45,2.17,2.68,2.29,2.57
T_3168,2.03,2.74,2.86,2.29,2.53,2.52,2.47,2.48
T_3169,2.21,2.68,3.06,2.09,2.26,2.56,2.42,2.66
T_3170,2.40,2.92,2.57,2.16,2.35,2.78,2.38,2.60
T_3171,2.58,2.86,2.68,2.42,2.31,2.56,2.23,2.25
T_3172,2.32,2.91,2.85,2.43,2.33,2.41,2.39,2.34
T_3173,2.15,2.80,2.75,2.20,2.29,2.58,2.18,2.59
T_3174,2.37,2.81,2.48,2.24,2.36,2.60,1.98,2.70
T_3175,2.32,2.74,2.84,2.20,2.28,2.76,2.60,2.40
T_3176,2.41,2.93,2.79,2.33,2.39,2.56,2.37,2.68
T_3177,2.16,2.97,3.00,2.21,2.55,2.51,2.07,2.47
T_3178,2.36,2.78,2.99,2.19,2.42,2.52,2.09,2.36
T_3179,2.35,2.78,2.54,2.01,2.58,2.73,2.47,2.52
T_3180,2.47,2.84,2.74,2.31,2.59,2.15,2.24,2.39
T_3181,2.24,2.87,2.76,2.20,2.38,2.21,2.43,2.39
T_3182,2.38,2.64,2.99,2.36,2.17,2.42,2.15,2.63
T_3183,2.40,2.78,2.92,2.13,2.35,2.14,2.34,2.42
T_3184,2.54,3.17,2.89,2.44,2.63,2.73,2.44,2.58
T_3185,2.30,2.83,2.90,2.24,2.09,2.62,2.46,2.57
T_3186,2.27,2.61,2.85,2.33,2.08,2.31,2.18,2.79
T_3187,2.18,2.68,2.74,2.28,2.15,2.65,2.37,2.19
T_3188,2.09,3.06,2.77,2.41,2.65,2.74,2.34,2.72
T_3189,2.37,3.13,2.66,2.37,2.31,2.77,2.36,2.66
T_3190,2.44,2.74,2.84,2.39,2.65,2.43,2.22,2.74
T_3191,2.49,2.85,2.66,2.29,2.32,2.52,2.45,2.38
T_3192,2.41,2.73,2.88,2.31,2.66,2.43,2.27,2.61
T_3193,2.74,2.94,2.98,2.34,2.16,2.47,2.18,2.38
T_3194,2.58,2.84,3.07,2.36,2.26,2.51,2.10,2.34
T_3195,2.45,2.49,2.95,2.40,2.32,2.47,2.34,2.67
T_3196,2.54,2.91,2.48,2.44,2.39,2.63,2.33,2.53
T_3197,2.46,2.75,2.77,2.15,2.28,2.41,2.31,2.75
T_3198,2.17,2.89,2.95,2.03,2.38,2.72,2.26,2.65
T_3199,2.39,2.70,2.68,2.25,2.34,2.43,2.29,2.35
T_3200,2.29,2.60,3.05,2.25,2.36,2.39,2.33,2.55
T_3201,2.32,3.04,2.80,2.21,2.65,2.92,2.38,2.47
T_3202,2.33,2.83,2.73,2.11,2.40,2.44,2.37,2.67
T_3203,2.39,2.83,2.73,2.41,2.49,2.64,2.17,2.77
T_3204,2.22,3.01,2.89,2.21,2.55,2.55,2.23,2.57
T_3205,2.20,2.85,2.64,2.28,2.09,2.62,2.26,2.87
T_3206,2.21,2.73,2.94,2.16,2.31,2.58,2.34,2.50
T_3207,2.49,3.09,2.76,2.28,2.52,2.53,2.27,2.84
T_3208,2.28,2.70,2.79,2.47,2.43,2.57,2.31,2.47
T_3209,2.20,2.86,2.90,2.30,2.52,2.49,2.29,2.60
T_3210,2.50,2.75,2.78,2.35,2.42,2.65,2.22,2.64
T_3211,2.38,2.83,2.81,2.50,2.09,2.71,2.25,2.68
T_3212,2.36,2.78,2.75,2.19,2.55,2.58,2.24,2.60
T_3213,2.48,2.88,2.77,2.48,2.21,2.52,2.16,2.73
T_3214,2.08,2.71,2.66,2.13,2.48,2.65,2.31,2.48
T_3215,2.22,2.59,2.76,2.40,2.29,2.52,2.23,2.39
T_3216,2.16,2.52,2.64,2.15,2.22,2.68,2.18,2.37
T_3217,2.19,2.80,2.77,2.17,2.73,2.80,2.06,2.48
T_3218,2.37,2.83,2.72,2.38,2.67,2.91,2.37,2.43
T_3219,2.73,2.76,2.79,2.54,2.43,2.65,2.47,2.56
T_3220,2.53,2.69,2.81,2.26,2.38,2.75,2.36,2.44
T_3221,2.56,2.76,2.89,2.15,2.44,2.75,2.03,2.67
T_3222,2.16,2.96,2.83,2.00,2.48,2.50,2.43,2.42
T_3223,2.50,2.68,2.63,2.38,2.17,2.52,2.19,2.85
T_3224,2.34,2.69,2.66,1.98,2.41,2.31,2.26,2.47
T_3225,2.18,2.72,3.03,2.52,2.66,2.62,2.36,2.83
T_3226,2.24,2.72,2.87,2.35,2.69,2.41,2.33,2.88
T_3227,2.45,2.50,2.86,2.29,2.54,2.48,2.11,2.49
T_3228,2.81,2.88,2.87,2.14,2.36,2.32,2.40,2.54
T_3229,2.34,2.63,2.69,2.12,2.40,2.38,2.10,2.60
T_3230,2.44,2.46,2.73,2.10,2.49,2.53,2.55,2.76
T_3231,2.50,2.73,2.56,2.35,2.37,2.55,2.31,2.85
T_3232,2.24,2.95,2.56,2.27,2.45,2.35,2.22,2.54
T_3233,2.49,2.91,3.00,2.53,2.50,2.52,2.22,2.42
T_3234,2.51,2.65,2.76,1.92,2.53,2.69,2.53,2.79
T_3235,2.57,2.81,2.86,2.29,2.42,2.76,2.33,2.41
T_3236,2.36,2.79,2.72,2.50,2.27,2.55,2.45,2.46
T_3237,2.28,2.92,2.51,2.24,2.21,2.78,2.10,2.84
T_3238,2.12,2.79,2.92,2.15,2.56,2.53,2.35,2.53
T_3239,2.63,2.89,3.17,2.12,2.24,2.47,2.42,2.58
T_3240,1.98,2.51,3.00,2.34,2.26,2.77,2.27,2.58
T_3241,2.39,3.10,2.95,2.27,2.45,2.52,2.31,2.42
T_3242,2.39,2.71,2.93,2.09,2.21,2.87,2.29,2.61
T_3243,2.32,2.78,2.95,2.34,2.53,2.61,2.19,2.45
T_3244,2.53,2.65,2.93,2.41,2.45,2.43,2.52,2.47
T_3245,2.69,3.08,3.12,2.21,2.45,2.43,2.37,2.74
T_3246,2.36,2.91,2.83,2.28,2.29,2.72,2.20,2.57
T_3247,2.60,2.79,2.78,2.43,2.41,2.56,2.29,2.53
T_3248,2.48,2.98,2.83,2.26,2.29,2.31,2.29,2.51
T_3249,2.33,2.69,2.89,2.25,2.38,2.64,2.18,2.55
T_3250,2.38,2.60,2.51,2.30,2.16,2.45,2.64,2.27
T_3251,2.38,2.86,2.85,2.00,2.41,2.54,2.22,2.45
T_3252,2.25,2.86,2.84,2.34,2.57,2.84,2.46,2.64
T_3253,2.46,2.55,2.74,2.07,2.66,2.42,2.50,2.84
T_3254,2.47,2.74,2.80,2.13,2.72,2.36,2.33,2.41
T_3255,2.32,2.93,2.74,2.21,2.45,2.77,2.21,2.46
T_3256,2.54,2.75,2.90,2.47,2.57,2.52,2.45,2.37
T_3257,2.14,3.00,2.96,2.28,2.22,2.48,2.16,2.43
T_3258,2.16,2.86,2.48,2.22,2.47,2.77,2.02,2.52
T_3259,2.59,2.84,2.79,1.94,2.13,2.61,2.42,2.52
T_3260,2.17,2.75,2.77,2.13,2.51,2.72,2.50,2.54
T_3261,2.51,2.90,3.22,2.17,2.66,2.62,2.39,2.41
T_3262,2.19,2.70,2.98,2.34,2.31,2.37,2.28,2.87
T_3263,2.44,2.53,3.01,2.43,2.13,2.54,2.52,2.47
T_3264,2.50,2.85,2.75,2.38,2.30,2.60,2.69,2.33
T_3265,2.31,2.77,3.03,2.01,2.38,2.46,2.35,2.50
T_3266,2.35,2.74,2.85,2.29,2.74,2.71,2.55,2.69
T_3267,2.31,2.86,2.97,2.25,2.43,2.63,2.09,2.30
T_3268,2.09,2.76,2.95,2.24,2.70,2.37,2.32,2.50
T_3269,2.44,2.75,3.06,2.41,2.34,2.74,2.35,2.70
T_3270,2.20,2.67,2.82,2.39,2.41,2.40,2.31,2.25
T_3271,2.55,3.31,2.83,1.86,2.34,2.47,2.45,2.74
T_3272,2.48,2.68,2.91,1.99,2.23,2.85,2.40,2.55
T_3273,2.20,2.61,2.81,2.29,2.25,2.60,2.40,2.46
T_3274,2.51,2.58,2.77,2.11,2.35,2.62,2.49,2.51
T_3275,2.33,2.83,2.86,2.45,2.21,2.54,2.49,2.41
T_3276,2.01,3.01,2.83,2.20,2.47,2.40,2.22,2.29
T_3277,2.45,2.70,2.61,2.03,2.42,2.59,2.22,2.56
T_3278,2.28,2.84,2.59,2.39,2.23,2.46,2.19,2.63
T_3279,2.25,2.77,2.50,2.40,2.26,2.60,2.19,2.19
T_3280,2.40,2.59,2.68,2.19,2.21,2.79,2.51,2.43
T_3281,2.60,2.93,2.92,2.42,2.51,2.42,2.36,2.36
T_3282,2.33,2.86,2.86,2.60,2.58,2.63,2.31,2.42
T_3283,2.37,2.49,2.82,2.38,2.36,2.62,2.62,2.41
T_3284,2.06,2.79,2.94,2.49,2.51,2.50,2.22,2.54
T_3285,2.32,2.91,2.78,2.36,2.49,2.29,2.51,2.65
T_3286,2.27,2.36,2.89,2.38,2.31,2.85,2.41,2.50
T_3287,2.31,2.49,2.60,2.35,2.24,2.80,2.41,2.73
T_3288,2.48,2.79,2.82,2.62,2.17,2.49,2.08,2.40
T_3289,2.42,2.65,2.74,2.37,2.28,2.41,2.26,2.42
T_3290,2.50,2.80,2.91,2.38,2.23,2.37,2.38,2.83
T_3291,2.19,2.69,2.77,2.37,2.37,2.57,2.44,2.43
T_3292,2.17,2.75,3.04,2.07,2.54,2.49,2.54,2.67
T_3293,2.44,2.93,2.74,2.27,2.29,2.46,2.13,2.33
T_3294,2.23,2.91,2.47,2.30,2.28,2.41,2.07,2.53
T_3295,2.52,2.74,3.02,2.17,2.39,2.54,2.21,2.51
T_3296,2.15,2.83,2.95,2.16,2.36,2.52,2.13,2.52
T_3297,2.39,2.80,2.75,2.14,2.56,2.59,2.38,2.73
T_3298,2.49,3.09,2.95,2.28,2.60,2.74,2.42,2.65
T_3299,1.94,2.72,2.97,2.31,2.52,2.77,1.93,2.62
T_3300,2.35,2.99,2.78,2.57,2.60,2.88,2.35,2.39
T_3301,2.51,2.71,2.87,2.32,2.32,2.67,2.07,2.62
T_3302,2.36,2.73,3.05,2.17,2.43,2.79,2.42,2.49
T_3303,2.38,2.95,2.97,2.17,2.64,2.72,2.43,2.47
T_3304,2.38,2.81,3.03,2.55,2.34,2.75,2.25,2.32
T_3305,2.32,2.81,2.74,2.04,2.37,2.44,2.24,2.95
T_3306,2.36,2.88,2.54,2.11,2.57,2.45,2.31,2.78
T_3307,2.21,2.96,2.75,2.38,2.36,2.27,2.42,2.51
T_3308,2.44,2.73,3.04,2.07,2.30,2.51,2.33,2.37
T_3309,2.35,2.94,2.98,2.32,2.47,2.67,2.40,2.33
T_3310,2.25,2.75,2.79,2.22,2.25,2.53,2.24,2.49
T_3311,2.22,2.65,2.76,2.25,2.23,2.60,2.32,2.58
T_3312,2.31,2.99,2.85,2.20,2.16,2.65,2.46,2.51
T_3313,2.34,2.97,2.92,2.33,2.60,2.71,2.20,2.45
T_3314,2.15,2.95,2.74,2.26,2.44,2.48,2.00,2.68
T_3315,2.36,2.68,2.86,2.57,2.36,2.48,2.40,2.51
T_3316,2.74,2.56,2.87,2.56,2.62,2.34,2.00,2.48
T_3317,2.42,2.98,2.61,2.17,2.31,2.60,2.32,2.65
T_3318,2.26,2.92,2.61,2.01,2.46,2.66,2.30,2.35
T_3319,2.24,2.76,2.63,2.07,2.67,2.58,2.33,2.41
T_3320,2.19,2.55,2.99,2.47,2.33,2.67,2.51,2.46
T_3321,2.29,2.60,2.49,2.29,2.36,2.42,2.25,2.48
T_3322,2.35,2.78,2.62,2.31,2.04,2.68,2.30,2.79
T_3323,2.41,2.69,3.05,1.94,2.12,2.73,2.09,2.48
T_3324,2.58,2.63,2.93,2.24,2.27,2.50,2.16,2.54
T_3325,2.44,2.81,2.68,2.49,2.45,2.53,2.31,2.45
T_3326,2.02,2.77,2.62,2.13,2.36,2.61,2.27,2.29
T_3327,2.10,2.69,2.74,2.41,2.12,2.57,2.34,2.62
T_3328,2.05,2.71,2.78,2.39,2.77,2.48,2.45,2.51
T_3329,2.25,2.68,2.92,2.37,2.09,2.70,2.07,2.66
T_3330,2.37,2.88,2.74,2.19,2.28,2.51,2.30,2.42
T_3331,2.35,2.76,2.67,2.47,2.30,2.42,2.24,2.59
T_3332,2.13,3.11,2.79,2.44,2.57,2.51,2.25,2.53
T_3333,2.36,2.82,2.96,2.35,2.27,2.44,2.38,2.43
T_3334,2.01,2.82,2.84,2.26,2.23,2.25,2.08,2.53
T_3335,2.34,2.94,2.87,2.41,2.38,2.51,2.52,2.62
T_3336,2.43,2.48,2.93,2.17,2.60,2.55,2.14,2.32
T_3337,2.37,2.96,2.86,2.20,2.03,2.61,2.40,2.61
T_3338,2.47,2.91,2.52,2.15,2.32,2.62,2.27,2.53
T_3339,2.22,2.68,3.21,2.40,2.31,2.60,2.12,2.77
T_3340,2.25,2.79,2.85,2.46,2.57,2.73,2.17,2.66
T_3341,2.25,2.65,2.95,2.51,2.32,2.53,2.66,2.80
T_3342,2.31,2.93,2.82,2.33,2.46,2.42,2.51,2.64
T_3343,2.09,2.75,2.76,2.42,2.41,2.56,2.26,2.73
T_3344,2.42,2.80,2.69,2.09,2.00,2.46,2.32,2.42
T_3345,2.56,3.07,3.06,2.20,2.26,2.65,2.12,2.44
T_3346,2.35,2.94,2.69,2.43,2.37,2.48,2.49,2.56
T_3347,2.20,2.82,2.70,2.34,2.27,2.32,2.36,2.38
T_3348,2.30,3.00,2.84,2.28,2.31,2.47,2.31,2.71
T_3349,2.28,2.67,2.80,2.51,2.83,2.55,2.29,2.55
T_3350,2.33,2.87,3.04,2.13,2.34,2.51,2.24,2.64
T_3351,2.14,2.85,3.05,2.18,2.02,2.69,2.18,2.22
T_3352,2.30,2.86,2.59,2.28,2.13,2.72,2.46,2.55
T_3353,2.29,3.16,2.65,2.50,2.62,2.62,2.42,2.50
T_3354,1.95,2.57,2.82,2.35,2.37,2.57,2.07,2.47
T_3355,2.58,2.97,2.82,2.42,2.31,2.47,2.71,2.55
T_3356,2.60,2.88,2.87,2.36,2.25,2.29,2.41,2.51
T_3357,2.29,2.59,2.96,2.11,2.34,2.41,2.38,2.68
T_3358,2.54,2.72,2.75,2.27,2.61,2.59,2.54,2.79
T_3359,2.38,2.79,2.69,2.08,2.08,2.49,2.27,2.84
T_3360,2.43,2.94,2.92,2.49,2.53,2.33,2.47,2.22
T_3361,2.44,2.73,2.54,2.35,2.31,2.60,2.24,2.59
T_3362,2.09,2.88,2.76,2.12,2.45,2.70,2.12,2.56
T_3363,2.41,2.65,2.81,2.41,2.29,2.72,2.44,2.52
T_3364,2.34,2.78,2.88,2.21,2.03,2.59,2.16,2.48
T_3365,2.49,2.80,2.77,2.17,2.48,2.62,2.08,2.44
T_3366,2.67,2.99,2.55,2.02,2.39,2.50,2.60,2.52
T_3367,2.25,2.68,2.55,2.41,2.48,2.46,2.38,2.64
T_3368,2.05,2.73,2.85,2.14,2.37,2.58,2.37,2.43
T_3369,2.28,2.73,2.91,2.22,2.35,2.36,2.27,2.66
T_3370,2.05,2.74,2.74,2.14,2.21,2.66,2.18,2.34
T_3371,2.45,2.79,2.59,2.22,2.43,2.77,1.94,2.62
T_3372,2.29,2.39,2.65,2.47,2.43,2.61,2.41,2.53
T_3373,2.53,3.08,2.86,2.46,2.23,2.68,2.27,2.64
T_3374,2.27,2.86,2.95,2.48,2.55,2.55,2.20,2.54
T_3375,2.61,2.96,2.95,2.40,2.53,2.62,2.42,2.52
T_3376,2.01,2.65,3.15,2.17,2.18,2.53,2.20,2.53
T_3377,2.39,2.63,2.85,2.25,2.13,2.51,2.30,2.54
T_3378,2.23,3.02,2.83,2.37,2.19,2.50,2.45,2.47
T_3379,2.30,2.76,2.92,2.25,2.33,2.42,2.36,2.57
T_3380,2.60,2.76,2.82,2.55,2.28,2.42,2.41,2.46
T_3381,2.23,2.65,2.50,1.94,2.41,2.12,2.34,2.73
T_3382,2.35,2.83,2.83,2.35,2.56,2.53,2.21,2.51
T_3383,2.45,2.60,2.79,2.34,2.26,2.47,2.45,2.69
T_3384,2.49,2.91,2.90,2.56,2.32,2.52,2.39,2.39
T_3385,2.25,2.68,2.94,2.31,2.16,2.55,2.13,2.56
T_3386,2.25,2.61,2.61,2.39,2.53,2.38,2.56,2.55
T_3387,2.14,2.77,2.47,2.35,2.45,2.58,2.14,2.62
T_3388,2.41,3.03,2.82,2.13,2.42,2.19,2.21,2.81
T_3389,2.42,2.67,2.60,2.45,2.60,2.62,2.22,2.59
T_3390,1.94,2.40,2.58,2.19,2.55,2.51,2.25,2.59
T_3391,2.24,2.76,2.98,2.26,2.23,2.68,2.36,2.58
T_3392,2.39,2.71,2.56,2.30,2.39,2.82,2.53,2.52
T_3393,2.28,2.75,2.70,2.30,2.30,2.65,2.46,2.58
T_3394,2.30,2.83,2.84,2.31,2.48,2.68,2.44,2.30
T_3395,2.20,2.53,3.07,2.22,2.29,2.65,2.30,2.38
T_3396,2.48,2.61,2.86,2.58,2.47,2.76,2.62,2.61
T_3397,2.79,2.65,2.66,2.32,2.46,2.40,2.13,2.51
T_3398,2.22,2.99,2.70,2.35,2.54,2.83,2.01,2.51
T_3399,2.23,2.65,2.68,2.18,2.47,2.80,2.42,2.40
T_3400,2.41,2.57,2.54,2.34,2.32,2.48,2.35,2.59
T_3401,2.49,2.96,2.87,2.34,2.33,2.56,2.28,2.54
T_3402,2.55,2.68,2.78,2.42,2.27,2.40,2.39,3.08
T_3403,2.38,2.94,2.92,2.25,2.49,2.94,2.15,2.60
T_3404,2.36,2.73,2.74,2.11,2.36,2.43,2.30,2.30
T_3405,2.50,2.65,2.83,2.31,2.24,2.53,2.49,2.76
T_3406,2.23,2.55,2.44,2.15,2.30,2.24,2.37,2.29
T_3407,2.44,2.46,2.57,2.10,2.49,2.59,2.27,2.33
T_3408,2.19,2.53,2.43,2.18,2.41,2.61,2.48,2.46
T_3409,2.31,2.67,2.47,2.17,2.36,2.30,2.63,2.29
T_3410,2.52,2.77,3.25,2.44,2.34,2.62,2.23,2.38
T_3411,2.23,2.87,2.88,2.30,2.47,2.79,2.41,2.34
T_3412,2.27,2.81,2.70,2.04,2.40,2.38,2.52,2.77
T_3413,2.14,3.00,3.03,2.24,2.27,2.27,2.40,2.52
T_3414,2.07,2.84,2.88,2.39,2.31,2.38,2.25,2.62
T_3415,2.45,2.55,2.75,2.45,2.12,2.47,2.50,2.27
T_3416,2.22,2.74,2.84,2.29,2.46,2.45,2.42,2.31
T_3417,2.53,2.68,2.91,2.29,2.31,2.48,2.33,2.69
T_3418,2.29,2.75,2.69,2.26,2.33,2.54,2.30,2.57
T_3419,2.24,2.70,3.10,2.18,2.17,2.58,2.21,2.53
T_3420,2.52,2.76,2.83,2.23,2.53,2.64,2.10,2.45
T_3421,2.20,2.61,2.90,2.36,2.67,2.49,2.13,2.69
T_3422,2.42,2.84,2.68,2.30,2.49,2.88,2.18,2.40
T_3423,2.12,2.71,2.80,2.12,2.47,2.63,2.43,2.57
T_3424,2.31,2.61,2.90,2.17,2.43,2.59,2.27,2.71
T_3425,2.36,3.06,3.12,2.34,2.26,2.52,2.32,2.75
T_3426,2.51,2.81,2.68,2.39,2.44,2.51,2.07,2.50
T_3427,2.32,2.78,2.94,2.01,2.56,2.69,2.27,2.48
T_3428,2.35,2.50,3.05,2.40,2.42,2.44,2.25,2.77
T_3429,2.54,2.88,2.97,2.39,2.56,2.56,2.18,2.71
T_3430,2.27,2.67,2.85,2.10,2.38,2.50,2.47,2.55
T_3431,2.50,2.95,2.74,2.28,2.24,2.68,2.14,2.56
T_3432,2.56,2.56,2.86,2.36,2.29,2.54,2.33,2.54
T_3433,2.43,2.82,2.86,2.32,2.65,2.50,2.36,2.75
T_3434,2.51,2.93,2.99,2.00,2.33,2.67,2.25,2.61
T_3435,2.37,3.02,2.62,2.25,2.38,2.29,2.57,2.40
T_3436,2.47,2.80,2.76,2.33,2.54,2.51,2.24,2.46
T_3437,2.22,2.81,2.84,2.18,2.72,2.60,2.09,2.65
T_3438,2.22,2.88,2.92,2.03,2.34,2.42,2.49,2.37
T_3439,2.17,2.73,3.15,2.20,2.24,2.73,2.28,2.46
T_3440,2.23,2.52,2.83,2.09,2.57,2.57,2.33,2.43
T_3441,2.27,2.86,2.88,2.07,2.46,2.45,2.33,2.51
T_3442,2.60,2.82,2.67,2.06,2.33,2.43,2.02,2.56
T_3443,2.42,2.85,2.62,2.41,2.88,3.03,2.12,2.71
T_3444,2.41,3.13,2.62,1.97,2.43,2.74,2.32,2.68
T_3445,2.24,2.92,2.97,2.09,2.37,2.41,2.22,2.85
T_3446,2.49,2.82,2.60,2.59,2.22,2.63,2.31,2.27
T_3447,2.42,2.87,3.05,2.42,2.17,2.65,2.09,2.35
